rank,school,conf,astcoach,schoolpay,otherpay,totalpay,maxbonus,stafftotal,category,complete,proportion
1033,Pittsburgh,ACC,Matt Canada,,,,,,Power Five,yes,
1034,Texas Christian,Big 12,Rusty Burns,,,,,,Power Five,yes,
1035,Baylor,Big 12,Carlton Buckels,,,,,,Power Five,no,
1036,Northwestern,Big Ten,Jerry Brown,,,,,,Power Five,yes,
1037,Duke,ACC,Jim Bridge,,,,,,Power Five,yes,
1038,Baylor,Big 12,Kendal Briles,,,,,,Power Five,no,
1039,Miami (Fla.),ACC,Manny Diaz,,,,,,Power Five,yes,
1040,Navy,AAC,Justin Davis,,,,,,Others,yes,
1041,Navy,AAC,Chris Culton,,,,,,Others,yes,
1042,Tulane,AAC,Jack Curtis,,,,,,Others,yes,
1043,Northwestern,Big Ten,Adam Cushing,,,,,,Power Five,yes,
1044,Baylor,Big 12,Randy Clements,,,,,,Power Five,no,
1045,Northwestern,Big Ten,Mike Hankwitz,,,,,,Power Five,yes,
1046,Texas Christian,Big 12,Chad Glasgow,,,,,,Power Five,yes,
1047,Vanderbilt,SEC,Gerry Gdowski,,,,,,Power Five,yes,
1048,Notre Dame,Ind.,Keith Gilmore,,,,,,Others,yes,
1049,Rice,C-USA,Larry Edmondson,,,,,,Others,yes,
1050,Wake Forest,ACC,Mike Elko,,,,,,Power Five,yes,
1051,Notre Dame,Ind.,Mike Elston,,,,,,Others,yes,
1052,Temple,AAC,Ed Foley,,,,,,Others,yes,
1053,Vanderbilt,SEC,Osia Lewis,,,,,,Power Five,yes,
1054,Penn State,Big Ten,Matt Limegrover,,,,,,Power Five,yes,
1055,Boston College,ACC,Scot Loeffler,,,,,,Power Five,yes,
1056,Hawaii,Mt. West,Kevin Lempa,,,,,,Others,yes,
1057,Miami (Fla.),ACC,Craig Kuligowski,,,,,,Power Five,yes,
1058,Duke,ACC,Derek Jones,,,,,,Power Five,yes,
1059,Navy,AAC,Mike Judge,,,,,,Others,yes,
1060,Brigham Young,Ind.,Steve Kaufusi,,,,,,Others,yes,
1061,Navy,AAC,Steve Johns,,,,,,Others,yes,
1062,Navy,AAC,Ivin Jasper,,,,,,Others,yes,
1063,Wake Forest,ACC,Derrick Jackson,,,,,,Power Five,yes,
1064,Navy,AAC,Ashley Ingram,,,,,,Others,yes,
1065,Wake Forest,ACC,John Hunter,,,,,,Power Five,yes,
1066,Rice,C-USA,Larry Hoefer,,,,,,Others,yes,
1067,Northwestern,Big Ten,Bob Heffner,,,,,,Power Five,yes,
1068,Southern California,Pac-12,Tyson Helton,,,,,,Power Five,yes,
1069,Syracuse,ACC,Reno Ferri,,,,,,Power Five,yes,
1070,Brigham Young,Ind.,Mike Empey,,,,,,Others,yes,
1071,Texas Christian,Big 12,Paul Gonzales,,,,,,Power Five,yes,
1072,Boston College,ACC,Rich Gunnell,,,,,,Power Five,yes,
1073,Brigham Young,Ind.,Jernaro Gilford,,,,,,Others,yes,
1074,Texas Christian,Big 12,Zarnell Fitch,,,,,,Power Five,yes,
1075,Hawaii,Mt. West,Kefense Hynson,,,,,,Others,yes,
1076,Tulane,AAC,Chris Hampton,,,,,,Others,yes,
1077,Miami (Fla.),ACC,Ephraim Banda,,,,,,Power Five,yes,
1078,Vanderbilt,SEC,C.J. Ah You,,,,,,Power Five,yes,
1079,Vanderbilt,SEC,Cortez Hankton,,,,,,Power Five,yes,
1080,Vanderbilt,SEC,Marc Mattioli,,,,,,Power Five,yes,
1081,Tulsa,AAC,Mike Bloesch,,,,,,Others,no,
1082,Brigham Young,Ind.,Ty Detmer,,,,,,Others,yes,
1083,Hawaii,Mt. West,Sean Duggan,,,,,,Others,yes,
1084,Navy,AAC,Robert Green,,,,,,Others,yes,
1085,Duke,ACC,Marcus Johnson,,,,,,Power Five,yes,
1086,Brigham Young,Ind.,Steve Clark,,,,,,Others,yes,
1087,Brigham Young,Ind.,Ed Lamb,,,,,,Others,yes,
1088,Southern California,Pac-12,Kenechi Udeze,,,,,,Power Five,yes,
1089,Miami (Fla.),ACC,Jon Richt,,,,,,Power Five,yes,
1090,Rice,C-USA,Frank Okam,,,,,,Others,yes,
1091,Miami (Fla.),ACC,Mike Rumph,,,,,,Power Five,yes,
1092,Tulsa,AAC,Beau Trahan,,,,,,Others,no,
1093,Hawaii,Mt. West,Craig Stutzmann,,,,,,Others,yes,
1094,Hawaii,Mt. West,Legi Suiaunoa,,,,,,Others,yes,
1095,Tulane,AAC,Slade Nagle,,,,,,Others,yes,
1096,Brigham Young,Ind.,Reno Mahe,,,,,,Others,yes,
1097,Vanderbilt,SEC,Chris Marve,,,,,,Power Five,yes,
1098,Syracuse,ACC,Brian Ward,,,,,,Power Five,yes,
1099,Hawaii,Mt. West,Abe Elimimian,,,,,,Others,yes,
1100,Duke,ACC,Mike Guerrieri,,,,,,Power Five,yes,
1101,Stanford,Pac-12,Diron Reynolds,,,,,,Power Five,yes,
1102,Notre Dame,Ind.,Todd Lyght,,,,,,Others,yes,
1103,Southern Methodist,AAC,Joe Craddock,,,,,,Others,yes,
1104,Southern Methodist,AAC,Dustin Fry,,,,,,Others,yes,
1105,Southern Methodist,AAC,Keith Gunn,,,,,,Others,yes,
1106,Southern Methodist,AAC,Claude Mathis,,,,,,Others,yes,
1107,Temple,AAC,Glenn Thomas,,,,,,Others,yes,
1108,Tulsa,AAC,Jermial Ashley,,,,,,Others,no,
1109,Tulsa,AAC,Aaron Fletcher,,,,,,Others,no,
1110,Tulsa,AAC,Joseph Gillespie,,,,,,Others,no,
1111,Tulsa,AAC,Justin Hill,,,,,,Others,no,
1112,Tulsa,AAC,Calvin Lowry,,,,,,Others,no,
1113,Air Force,Mt. West,Ross Weaver,,,,,1618000.0,Others,yes,
1114,Baylor,Big 12,Cris Dishman,,,,,,Power Five,no,
1115,Baylor,Big 12,Tate Wallis,,,,,,Power Five,no,
1116,Stanford,Pac-12,Lance Taylor,,,,,,Power Five,yes,
1117,Wake Forest,ACC,Kevin Higgins,,,,,,Power Five,yes,
1118,Stanford,Pac-12,Peter Hansen,,,,,,Power Five,yes,
1119,Temple,AAC,Elijah Robinson,,,,,,Others,yes,
1120,Rice,C-USA,Anthony Steward,,,,,,Others,yes,
1121,Navy,AAC,Dan O'Brien,,,,,,Others,yes,
1122,Notre Dame,Ind.,Autry Denson,,,,,,Others,yes,
1123,Pittsburgh,ACC,Rob Harley,,,,,,Power Five,yes,
1124,Tulane,AAC,Michael Mutz,,,,,,Others,yes,
1125,Tulane,AAC,Alex Atkins,,,,,,Others,yes,
1126,Syracuse,ACC,Vinson Reynolds,,,,,,Power Five,yes,
1127,Pittsburgh,ACC,Josh Conklin,,,,,,Power Five,yes,
1128,Tulane,AAC,Jeff Conway,,,,,,Others,yes,
1129,Boston College,ACC,Frank Leonard,,,,,,Power Five,yes,
1130,Baylor,Big 12,Jeff Lebby,,,,,,Power Five,no,
1131,Syracuse,ACC,Mike Hart,,,,,,Power Five,yes,
1132,Navy,AAC,Shaun Nua,,,,,,Others,yes,
1133,Temple,AAC,George DeLeone,,,,,,Others,yes,
1134,Penn State,Big Ten,Josh Gattis,,,,,,Power Five,yes,
1135,Miami (Fla.),ACC,Todd Hartley,,,,,,Power Five,yes,
1136,Southern California,Pac-12,Ronnie Bradford,,,,,,Power Five,yes,
1137,Penn State,Big Ten,Charles Huff,,,,,,Power Five,yes,
1138,Navy,AAC,Mick Yokitis,,,,,,Others,yes,
1139,Stanford,Pac-12,Mike Bloomgren,,,,,,Power Five,yes,
1140,Duke,ACC,Ben Albert,,,,,,Power Five,yes,
1141,Southern Methodist,AAC,Archie McDaniel,,,,,,Others,yes,
1142,Boston College,ACC,Justin Frye,,,,,,Power Five,yes,
1143,Baylor,Big 12,Jim Gush,,,,,,Power Five,no,
1144,Brigham Young,Ind.,Ben Cahoon,,,,,,Others,yes,
1145,Rice,C-USA,Billy Lynch,,,,,,Others,yes,
1146,Temple,AAC,Francis Brown,,,,,,Others,yes,
1147,Miami (Fla.),ACC,Thomas Brown,,,,,,Power Five,yes,
1148,Duke,ACC,Re'quan Boyette,,,,,,Power Five,yes,
1149,Hawaii,Mt. West,Mayur Chaudhari,,,,,,Others,yes,
1150,Boston College,ACC,Anthony Campanile,,,,,,Power Five,yes,
1151,Pittsburgh,ACC,Renaldo Hill,,,,,,Power Five,yes,
1152,Boston College,ACC,Al Washington,,,,,,Power Five,yes,
1153,Wake Forest,ACC,Nicholas Tabacca,,,,,,Power Five,yes,
1154,Rice,C-USA,David Sloan,,,,,,Others,yes,
1155,Temple,AAC,Chris Wiesehan,,,,,,Others,yes,
1156,Stanford,Pac-12,Tavita Pritchard,,,,,,Power Five,yes,
1157,Hawaii,Mt. West,Chris Naeole,,,,,,Others,yes,
1158,Penn State,Big Ten,Terry Smith,,,,,,Power Five,yes,
1159,Southern Methodist,AAC,Justin Stepp,,,,,,Others,yes,
1160,Stanford,Pac-12,Morgan Turner,,,,,,Power Five,yes,
1161,Duke,ACC,Jeffrey Faris,,,,,,Power Five,yes,
1162,Syracuse,ACC,Tom Kaufman,,,,,,Power Five,yes,
1163,Syracuse,ACC,Sean Lewis,,,,,,Power Five,yes,
1164,Syracuse,ACC,Mike Lynch,,,,,,Power Five,yes,
1165,Air Force,Mt. West,Dylan Newman,,,,,1618000.0,Others,yes,
1166,Tulane,AAC,Jamaal Fobbs,,,,,,Others,yes,
