rank,school,conf,astcoach,schoolpay,totalpay,maxbonus,stafftotal,buyout,category,complete,proportion
1101,Notre Dame,Ind.,Mike Elston,,,,,nan,Others,yes,
1102,Notre Dame,Ind.,Brian Polian,,,,,nan,Others,yes,
1103,Southern California,Pac-12,Neil Callaway,,,,,nan,Power Five,yes,
1104,Southern California,Pac-12,John Baxter,,,,,nan,Power Five,yes,
1105,Wake Forest,ACC,Jay Sawvel,,,,,nan,Power Five,yes,
1106,Wake Forest,ACC,Dave Cohen,,,,,nan,Power Five,yes,
1107,Wake Forest,ACC,Nicholas Tabacca,,,,,nan,Power Five,yes,
1108,Wake Forest,ACC,Kevin Higgins,,,,,nan,Power Five,yes,
1109,Wake Forest,ACC,Lyle Hemphill,,,,,nan,Power Five,yes,
1110,Wake Forest,ACC,Brad Sherrod,,,,,nan,Power Five,yes,
1111,Pittsburgh,ACC,Charlie Partridge,,,,,nan,Power Five,yes,
1112,Pittsburgh,ACC,John Peterson,,,,,nan,Power Five,yes,
1113,Pittsburgh,ACC,Andre Powell,,,,,nan,Power Five,yes,
1114,Pittsburgh,ACC,Tim Salem,,,,,nan,Power Five,yes,
1115,Pittsburgh,ACC,Kevin Sherman,,,,,nan,Power Five,yes,
1116,Pittsburgh,ACC,Shawn Watson,,,,,nan,Power Five,yes,
1117,Syracuse,ACC,Sean Lewis,,,,,nan,Power Five,yes,
1118,Syracuse,ACC,Mike Lynch,,,,,nan,Power Five,yes,
1119,Syracuse,ACC,Brian Ward,,,,,nan,Power Five,yes,
1120,Syracuse,ACC,Reno Ferri,,,,,nan,Power Five,yes,
1121,Army,Ind.,Kevin Corless,,,,,nan,Others,yes,
1122,Army,Ind.,Daryl Dixon,,,,,nan,Others,yes,
1123,Duke,ACC,Jim Knowles,,,,,nan,Power Five,yes,
1124,Duke,ACC,Ben Albert,,,,,nan,Power Five,yes,
1125,Duke,ACC,Re'quan Boyette,,,,,nan,Power Five,yes,
1126,Duke,ACC,Jeffrey Faris,,,,,nan,Power Five,yes,
1127,Duke,ACC,Mike Guerrieri,,,,,nan,Power Five,yes,
1128,Duke,ACC,Marcus Johnson,,,,,nan,Power Five,yes,
1129,Army,Ind.,Tucker Waugh,,,,,nan,Others,yes,
1130,Army,Ind.,Chad Wilt,,,,,nan,Others,yes,
1131,Army,Ind.,Jay Bateman,,,,,nan,Others,yes,
1132,Army,Ind.,Brent Davis,,,,,nan,Others,yes,
1133,Army,Ind.,Mitch Ware,,,,,nan,Others,yes,
1134,Army,Ind.,John Loose,,,,,nan,Others,yes,
1135,Army,Ind.,Sean Saturnio,,,,,nan,Others,yes,
1136,Penn State,Big Ten,Matt Limegrover,,,,,nan,Power Five,yes,
1137,Penn State,Big Ten,Joe Moorhead,,,,,nan,Power Five,yes,
1138,Penn State,Big Ten,Brent Pry,,,,,nan,Power Five,yes,
1139,Penn State,Big Ten,Ricky Rahne,,,,,nan,Power Five,yes,
1140,Penn State,Big Ten,Sean Spencer,,,,,nan,Power Five,yes,
1141,Temple,AAC,Taver Johnson,,,,,nan,Others,yes,
1142,Temple,AAC,Jim Panagos,,,,,nan,Others,yes,
1143,Temple,AAC,Stan Hixon,,,,,nan,Others,yes,
1144,Temple,AAC,Chris Wiesehan,,,,,nan,Others,yes,
1145,Vanderbilt,SEC,Osia Lewis,,,,,nan,Power Five,yes,
1146,Vanderbilt,SEC,Andy Ludwig,,,,,nan,Power Five,yes,
1147,Vanderbilt,SEC,Cameron Norcross,,,,,nan,Power Five,yes,
1148,Rice,C-USA,Ronnie Vinklarek,,,,,nan,Others,yes,
1149,Rice,C-USA,Brian Stewart,,,,,nan,Others,yes,
1150,Rice,C-USA,Billy Lynch,,,,,nan,Others,yes,
1151,Rice,C-USA,David Sloan,,,,,nan,Others,yes,
1152,Rice,C-USA,Scott Vestal,,,,,nan,Others,yes,
1153,Rice,C-USA,A.J. Steward,,,,,nan,Others,yes,
1154,Rice,C-USA,Frank Okam,,,,,nan,Others,yes,
1155,Rice,C-USA,Wesley Beschorner,,,,,nan,Others,yes,
1156,Stanford,Pac-12,Duane Akina,,,,,nan,Power Five,yes,
1157,Stanford,Pac-12,Pete Alamar,,,,,nan,Power Five,yes,
1158,Stanford,Pac-12,Lance Anderson,,,,,nan,Power Five,yes,
1159,Air Force,Mt. West,Matt Weikert,,,,,nan,Others,yes,
1160,Air Force,Mt. West,John Rudzinski,,,,,nan,Others,yes,
1161,Air Force,Mt. West,Nick Toth,,,,,nan,Others,yes,
1162,Air Force,Mt. West,Taylor Stubblefield,,,,,nan,Others,yes,
1163,Air Force,Mt. West,Jacob Campbell,,,,,nan,Others,yes,
1164,Air Force,Mt. West,Bart Miller,,,,,nan,Others,yes,
1165,Air Force,Mt. West,Capt. Ross Weaver,,,,,nan,Others,yes,
1166,Baylor,Big 12,Mike Siravo,,,,,nan,Power Five,no,
1167,Baylor,Big 12,Phil Snow,,,,,nan,Power Five,no,
1168,Baylor,Big 12,George DeLeone,,,,,nan,Power Five,no,
1169,Baylor,Big 12,Francis Brown,,,,,nan,Power Five,no,
1170,Baylor,Big 12,Elijah Robinson,,,,,nan,Power Five,no,
1171,Temple,AAC,Andrew Thacker,,,,,nan,Others,yes,
1172,Temple,AAC,Cory Robinson,,,,,nan,Others,yes,
1173,Temple,AAC,Tony Lucas,,,,,nan,Others,yes,
1174,Temple,AAC,Dave Patenaude,,,,,nan,Others,yes,
1175,Southern California,Pac-12,Tyson Helton,,,,,nan,Power Five,yes,
1176,Southern California,Pac-12,Tee Martin,,,,,nan,Power Five,yes,
1177,Southern California,Pac-12,Johnny Nansen,,,,,nan,Power Five,yes,
1178,Southern California,Pac-12,Clancy Pendergast,,,,,nan,Power Five,yes,
1179,Southern California,Pac-12,Deland McCullough,,,,,nan,Power Five,yes,
1180,Southern California,Pac-12,Ronnie Bradford,,,,,nan,Power Five,yes,
1181,Northwestern,Big Ten,Marty Long,,,,,nan,Power Five,yes,
1182,Northwestern,Big Ten,Matt MacPherson,,,,,nan,Power Five,yes,
1183,Northwestern,Big Ten,Mick McCall,,,,,nan,Power Five,yes,
1184,Northwestern,Big Ten,Dennis Springer,,,,,nan,Power Five,yes,
