rank,school,conf,astcoach,schoolpay,totalpay,maxbonus,stafftotal,buyout,category,complete,proportion
228,Florida State,ACC,Bill Miller,357000.0,357000.0,64500.0,4691000.0,nan,Power Five,yes,0.07610317629503305
229,Oklahoma State,Big 12,Tim Duffie,356314.0,356314.0,84386.0,3641314.0,nan,Power Five,yes,0.09785313763108593
230,Memphis,AAC,Chris Ball,355000.0,355000.0,29583.0,1998500.0,nan,Others,yes,0.17763322491868902
231,Michigan State,Big Ten,Mark Staten,348128.0,350628.0,119813.0,3529120.0,nan,Power Five,yes,0.0986444212721585
232,South Carolina,SEC,Coleman Hutzler,350000.0,350000.0,115000.0,4000000.0,nan,Power Five,yes,0.0875
233,Auburn,SEC,Kodi Burns,350000.0,350000.0,130000.0,4875000.0,nan,Power Five,yes,0.07179487179487179
234,Arizona State,Pac-12,Rob Likens,350000.0,350000.0,110333.0,3520000.0,nan,Power Five,yes,0.09943181818181818
235,Kentucky,SEC,Dean Hood,350000.0,350000.0,58333.0,4025000.0,nan,Power Five,yes,0.08695652173913043
236,Virginia,ACC,Kelly Poppinga,350000.0,350000.0,87501.0,2710000.0,nan,Power Five,yes,0.12915129151291513
237,Texas,Big 12,Drew Mehringer,350000.0,350000.0,95000.0,4600000.0,nan,Power Five,yes,0.07608695652173914
238,Maryland,Big Ten,Pete Lembo,350000.0,350000.0,150000.0,3185000.0,nan,Power Five,yes,0.10989010989010989
239,Michigan,Big Ten,Chris Partridge,350000.0,350000.0,58333.0,5645000.0,nan,Power Five,yes,0.06200177147918512
240,North Carolina State,ACC,Kevin Patrick,350000.0,350000.0,95000.0,3065294.0,nan,Power Five,yes,0.11418154343433289
241,Connecticut,AAC,Rhett Lashlee,350000.0,350000.0,184615.0,1885000.0,nan,Others,yes,0.1856763925729443
242,Georgia,SEC,Dell McGee,350000.0,350000.0,180000.0,4565200.0,nan,Power Five,yes,0.07666695873127136
243,Minnesota,Big Ten,Maurice Linguist,350000.0,350000.0,75000.0,3435000.0,nan,Power Five,yes,0.10189228529839883
244,Wisconsin,Big Ten,Chris Haering,350000.0,350000.0,0.0,3359600.0,nan,Power Five,yes,0.10417906893677818
245,Wisconsin,Big Ten,Tim Tibesar,350000.0,350000.0,0.0,3359600.0,nan,Power Five,yes,0.10417906893677818
246,Nebraska,Big Ten,Reggie Davis,350000.0,350000.0,140000.0,3725375.0,nan,Power Five,yes,0.09395027346240312
247,Florida Atlantic,C-USA,Kendal Briles,350000.0,350000.0,5000.0,1260000.0,nan,Others,yes,0.2777777777777778
248,Central Florida,AAC,Troy Walters,350000.0,350000.0,0.0,2325000.0,nan,Others,yes,0.15053763440860216
249,Arkansas,SEC,Barry Lunney Jr.,350000.0,350000.0,116667.0,3947000.0,nan,Power Five,yes,0.0886749429946795
250,Arizona State,Pac-12,Rob Sale,350000.0,350000.0,110333.0,3520000.0,nan,Power Five,yes,0.09943181818181818
251,Utah,Pac-12,Sharrieff Shah,350000.0,350000.0,29167.0,3125000.0,nan,Power Five,yes,0.112
252,Oklahoma,Big 12,Dennis Simmons,350000.0,350000.0,68542.0,4310000.0,nan,Power Five,yes,0.08120649651972157
253,Virginia,ACC,Garett Tujague,350000.0,350000.0,87500.0,2710000.0,nan,Power Five,yes,0.12915129151291513
254,Clemson,ACC,Mickey Conn,350000.0,350000.0,95000.0,5725000.0,nan,Power Five,yes,0.0611353711790393
255,Michigan State,Big Ten,Brad Salem,348128.0,348728.0,119814.0,3529120.0,nan,Power Five,yes,0.0986444212721585
256,Florida,SEC,Ja'Juan Seider,346500.0,346500.0,138000.0,4997825.0,nan,Power Five,yes,0.06933015861899927
257,North Carolina,ACC,Gunter Brewer,345100.0,345100.0,57517.0,2862500.0,nan,Power Five,yes,0.1205589519650655
258,Michigan State,Big Ten,Ron Burton,337879.0,340079.0,116266.0,3529120.0,nan,Power Five,yes,0.09574029786462347
259,Arkansas,SEC,John Scott Jr.,340000.0,340000.0,113333.0,3947000.0,nan,Power Five,yes,0.08614137319483152
260,Illinois,Big Ten,Luke Butkus,340000.0,340000.0,142800.0,3360000.0,nan,Power Five,yes,0.10119047619047619
261,Arizona,Pac-12,Rod Smith,340000.0,340000.0,28333.0,2730000.0,nan,Power Five,yes,0.12454212454212454
262,Michigan State,Big Ten,Mark Snyder,337879.0,337879.0,116266.0,3529120.0,nan,Power Five,yes,0.09574029786462347
263,Michigan State,Big Ten,Terrence Samuel,336269.0,337532.0,116401.0,3529120.0,nan,Power Five,yes,0.09528409348506144
264,LSU,SEC,Steve Ensminger,335000.0,335000.0,75000.0,5915000.0,nan,Power Five,yes,0.0566356720202874
265,Iowa,Big Ten,Tim Polasek,335000.0,335000.0,67000.0,3870000.0,nan,Power Five,yes,0.08656330749354005
266,North Carolina State,ACC,George McDonald,334050.0,334050.0,95000.0,3065294.0,nan,Power Five,yes,0.10897812738353972
267,Washington,Pac-12,Ikaika Malloe,330000.0,330000.0,91000.0,4678040.0,nan,Power Five,yes,0.07054236389599063
268,Iowa,Big Ten,LeVar Woods,330000.0,330000.0,66000.0,3870000.0,nan,Power Five,yes,0.08527131782945736
269,Washington,Pac-12,Keith Bhonapha,330000.0,330000.0,91000.0,4678040.0,nan,Power Five,yes,0.07054236389599063
270,Indiana,Big Ten,Grant Heard,327000.0,327000.0,110000.0,2499362.0,nan,Power Five,yes,0.13083338868079133
271,Florida,SEC,Kerry Dixon,326500.0,326500.0,130000.0,4997825.0,nan,Power Five,yes,0.06532841786176986
272,West Virginia,Big 12,Tony Dews,326000.0,326000.0,110000.0,3107000.0,nan,Power Five,yes,0.10492436433859029
273,Wisconsin,Big Ten,Ted Gilmore,325000.0,325000.0,0.0,3359600.0,nan,Power Five,yes,0.09673770686986546
274,Texas A&M,SEC,Terry Price,325000.0,325000.0,78000.0,4818000.0,nan,Power Five,yes,0.06745537567455376
275,Wisconsin,Big Ten,Inoke Breckterfield,325000.0,325000.0,0.0,3359600.0,nan,Power Five,yes,0.09673770686986546
276,Oklahoma State,Big 12,Dan Hammerschmidt,325000.0,325000.0,96250.0,3641314.0,nan,Power Five,yes,0.0892534947549154
277,Mississippi,SEC,Freddie Roach,325000.0,325000.0,0.0,4075000.0,nan,Power Five,yes,0.07975460122699386
278,California,Pac-12,Charlie Ragle,325000.0,325000.0,50000.0,2966000.0,nan,Power Five,yes,0.1095751854349292
279,Central Florida,AAC,Mike Dawson,325000.0,325000.0,0.0,2325000.0,nan,Others,yes,0.13978494623655913
280,Missouri,SEC,Joe Jon Finley,325000.0,325000.0,106000.0,3778000.0,nan,Power Five,yes,0.08602435150873478
281,North Carolina,ACC,Mike Ekeler,325000.0,325000.0,54167.0,2862500.0,nan,Power Five,yes,0.11353711790393013
282,Rutgers,Big Ten,AJ Blazek,325000.0,325000.0,27083.0,2840800.0,nan,Power Five,yes,0.11440439312869614
283,Texas A&M,SEC,Ron Cooper,325000.0,325000.0,72000.0,4818000.0,nan,Power Five,yes,0.06745537567455376
284,Indiana,Big Ten,Mark Hagen,322000.0,322000.0,110000.0,2499362.0,nan,Power Five,yes,0.128832878150504
285,Indiana,Big Ten,William Inge,320362.0,320362.0,110000.0,2499362.0,nan,Power Five,yes,0.1281775109007819
286,San Diego State,Mt. West,Jeff Horton,314580.0,317180.0,112984.0,1741708.0,nan,Others,yes,0.1806158093090231
287,Washington State,Pac-12,Jeff Phelps,316500.0,316500.0,39563.0,2742000.0,nan,Power Five,yes,0.11542669584245077
288,Cincinnati,AAC,Ron Crook,311250.0,316250.0,51875.0,2326250.0,nan,Others,yes,0.1337990327780763
289,Colorado,Pac-12,Klayton Adams,315000.0,315000.0,65625.0,3066269.0,nan,Power Five,yes,0.10273071279786607
290,Illinois,Big Ten,Bob Ligashesky,315000.0,315000.0,132300.0,3360000.0,nan,Power Five,yes,0.09375
291,Boise State,Mt. West,Andy Avalos,315000.0,315000.0,35750.0,2085101.0,nan,Others,yes,0.15107181858336838
292,West Virginia,Big 12,Bruce Tall,313500.0,313500.0,110000.0,3107000.0,nan,Power Five,yes,0.10090119085934986
293,Colorado,Pac-12,Gary Bernardi,311625.0,311625.0,59808.0,3066269.0,nan,Power Five,yes,0.10163002658931751
294,Arizona,Pac-12,Jim Michalczik,310000.0,310000.0,25833.0,2730000.0,nan,Power Five,yes,0.11355311355311355
295,Arkansas,SEC,Reggie Mitchell,310000.0,310000.0,103333.0,3947000.0,nan,Power Five,yes,0.07854066379528755
296,Fresno State,Mt. West,Kalen DeBoer,310000.0,310000.0,49600.0,1700000.0,nan,Others,yes,0.18235294117647058
297,Fresno State,Mt. West,Orlondo Steinauer,310000.0,310000.0,49600.0,1700000.0,nan,Others,yes,0.18235294117647058
298,Florida International,C-USA,Rich Skrosky,310000.0,310000.0,37500.0,1371050.0,nan,Others,yes,0.22610408081397468
299,East Carolina,AAC,Kenwick Thompson,309000.0,309000.0,30750.0,1655150.0,nan,Others,yes,0.18669002809413043
300,Virginia Tech,ACC,Galen Scott,308000.0,308000.0,0.0,3384000.0,nan,Power Five,yes,0.09101654846335698
301,Tennessee,SEC,Mike Canales,305000.0,305000.0,72000.0,4655400.0,nan,Power Five,yes,0.0655153155475362
302,Tennessee,SEC,Walt Wells,305000.0,305000.0,72000.0,4655400.0,nan,Power Five,yes,0.0655153155475362
303,Wisconsin,Big Ten,Robert Bostad,304800.0,304800.0,0.0,3359600.0,nan,Power Five,yes,0.09072508631979997
304,North Carolina State,ACC,Dwayne Ledford,304500.0,304500.0,95000.0,3065294.0,nan,Power Five,yes,0.09933794278786962
305,Iowa State,Big 12,Louis Ayeni,300000.0,304250.0,24900.0,2492250.0,nan,Power Five,yes,0.12037315678603672
306,Indiana,Big Ten,Mike Hart,302000.0,302000.0,110000.0,2499362.0,nan,Power Five,yes,0.1208308360293547
307,Arkansas,SEC,Vernon Hargreaves,300000.0,302000.0,100000.0,3947000.0,nan,Power Five,yes,0.07600709399543958
308,Nevada,Mt. West,Jeff Casteel,301725.0,301725.0,9656.0,1524605.0,nan,Others,yes,0.19790371932402162
309,Washington State,Pac-12,Roy Manning,301500.0,301500.0,37688.0,2742000.0,nan,Power Five,yes,0.10995623632385121
310,Florida,SEC,Corey Bell,301500.0,301500.0,120000.0,4997825.0,nan,Power Five,yes,0.06032624191523313
311,Florida,SEC,Brad Davis,301500.0,301500.0,120000.0,4997825.0,nan,Power Five,yes,0.06032624191523313
312,Wisconsin,Big Ten,John Settle,300000.0,300000.0,0.0,3359600.0,nan,Power Five,yes,0.08929634480295273
313,Wyoming,Mt. West,Brent Vigen,300000.0,300000.0,0.0,1587612.0,nan,Others,yes,0.18896304638664863
314,Purdue,Big Ten,Derrick Jackson,300000.0,300000.0,96000.0,3050000.0,nan,Power Five,yes,0.09836065573770492
315,North Carolina,ACC,Deke Adams,300000.0,300000.0,50000.0,2862500.0,nan,Power Five,yes,0.10480349344978165
316,East Carolina,AAC,Tony Petersen,300000.0,300000.0,30000.0,1655150.0,nan,Others,yes,0.18125245446032082
317,Ohio State,Big Ten,Zach Smith,300000.0,300000.0,114750.0,4485000.0,nan,Power Five,yes,0.06688963210702341
318,Mississippi State,SEC,Brian Baker,300000.0,300000.0,25000.0,3195000.0,nan,Power Five,yes,0.09389671361502347
319,Rutgers,Big Ten,Bill Busch,300000.0,300000.0,25000.0,2840800.0,nan,Power Five,yes,0.10560405519571951
320,Virginia,ACC,Jason Beck,300000.0,300000.0,75000.0,2710000.0,nan,Power Five,yes,0.11070110701107011
321,Middle Tennessee,C-USA,Scott Shafer,300000.0,300000.0,,1188296.0,nan,Others,yes,0.2524623494482856
322,Middle Tennessee,C-USA,Tony Franklin,300000.0,300000.0,0.0,1188296.0,nan,Others,yes,0.2524623494482856
323,Oregon,Pac-12,Marcus Arroyo,300000.0,300000.0,130000.0,3945000.0,nan,Power Five,yes,0.07604562737642585
324,California,Pac-12,Tim DeRuyter,300000.0,300000.0,50000.0,2966000.0,nan,Power Five,yes,0.10114632501685772
325,Kentucky,SEC,Derrick LeBlanc,300000.0,300000.0,50000.0,4025000.0,nan,Power Five,yes,0.07453416149068323
326,Mississippi State,SEC,Ron English,300000.0,300000.0,25000.0,3195000.0,nan,Power Five,yes,0.09389671361502347
327,Kentucky,SEC,Lamar Thomas,300000.0,300000.0,50000.0,4025000.0,nan,Power Five,yes,0.07453416149068323
328,LSU,SEC,Pete Jenkins,300000.0,300000.0,0.0,5915000.0,nan,Power Five,yes,0.0507185122569738
329,South Carolina,SEC,Bobby Bentley,300000.0,300000.0,115000.0,4000000.0,nan,Power Five,yes,0.075
330,Georgia,SEC,Shane Beamer,300000.0,300000.0,180000.0,4565200.0,nan,Power Five,yes,0.06571453605537544
