rank,school,conf,astcoach,schoolpay,otherpay,totalpay,maxbonus,stafftotal,category,complete,proportion
1006,Southern California,Pac-12,Marques Tuiasosopo,,,,,,Power Five,yes,
1007,Boston College,ACC,Al Washington,,,,,,Power Five,yes,
1008,Tulane,AAC,Lionel Washington,,,,,,Others,yes,
1009,Tulane,AAC,David Johnson,,,,,,Others,yes,
1010,Navy,AAC,Shaun Nua,,,,,,Others,yes,
1011,Wake Forest,ACC,Nicholas Tabacca,,,,,,Power Five,yes,
1012,Rice,C-USA,Michael Slater,,,,,,Others,yes,
1013,Rice,C-USA,David Sloan,,,,,,Others,yes,
1014,Temple,AAC,Chris Wiesehan,,,,,,Others,yes,
1015,Notre Dame,Ind.,Brian VanGorder,,,,,,Others,yes,
1016,Texas Christian,Big 12,DeMontie Cross,,,,,,Power Five,yes,
1017,Miami (Fla.),ACC,Art Kehoe,,,,,,Power Five,yes,
1018,Navy,AAC,Mick Yokitis,,,,,,Others,yes,
1019,Penn State,Big Ten,Charles Huff,,,,,,Power Five,yes,
1020,Penn State,Big Ten,Bob Shoop,,,,,,Power Five,yes,
1021,Pittsburgh,ACC,Josh Conklin,,,,,,Power Five,yes,
1022,Baylor,Big 12,Jeff Lebby,,,,,,Power Five,no,
1023,Boston College,ACC,Frank Leonard,,,,,,Power Five,yes,
1024,Boston College,ACC,Coleman Hutzler,,,,,,Power Five,yes,
1025,Notre Dame,Ind.,Mike Denbrock,,,,,,Others,yes,
1026,Notre Dame,Ind.,Harry Hiestand,,,,,,Others,yes,
1027,Southern Methodist,AAC,Jess Loepp,,,,,,Others,yes,
1028,Syracuse,ACC,Clark Lea,,,,,,Power Five,yes,
1029,Texas Christian,Big 12,Sonny Cumbie,,,,,,Power Five,yes,
1030,Duke,ACC,Jim Knowles,,,,,,Power Five,yes,
1031,Duke,ACC,Jim Colllins,,,,,,Power Five,yes,
1032,Temple,AAC,Phil Snow,,,,,,Others,yes,
1033,Miami (Fla.),ACC,Paul Williams,,,,,,Power Five,yes,
1034,Southern California,Pac-12,Chris Wilson,,,,,,Power Five,yes,
1035,Southern California,Pac-12,Justin Wilcox,,,,,,Power Five,yes,
1036,Boston College,ACC,Brian White,,,,,,Power Five,yes,
1037,Brigham Young,Ind.,Nick Howell,,,,,,Others,yes,
1038,Brigham Young,Ind.,Kelly Poppinga,,,,,,Others,yes,
1039,Air Force,Mt. West,John Rudzinski,,,,,1518000.0,Others,yes,
1040,Duke,ACC,John Latina,,,,,,Power Five,yes,
1041,Southern Methodist,AAC,Buddy Wyatt,,,,,,Others,yes,
1042,Tulsa,AAC,Bill Young,,,,,,Others,no,
1043,Tulane,AAC,Eric Price,,,,,,Others,yes,
1044,Southern Methodist,AAC,Archie McDaniel,,,,,,Others,yes,
1045,Temple,AAC,Frisman Jackson,,,,,,Others,yes,
1046,Wake Forest,ACC,Dave Cohen,,,,,,Power Five,yes,
1047,Rice,C-USA,Billy Lynch,,,,,,Others,yes,
1048,Vanderbilt,SEC,Frank Maile,,,,,,Power Five,yes,
1049,Southern California,Pac-12,Peter Sirmon,,,,,,Power Five,yes,
1050,Baylor,Big 12,Jim Gush,,,,,,Power Five,no,
1051,Boston College,ACC,Justin Frye,,,,,,Power Five,yes,
1052,Stanford,Pac-12,Mike Bloomgren,,,,,,Power Five,yes,
1053,Boston College,ACC,Ben Albert,,,,,,Power Five,yes,
1054,Penn State,Big Ten,Josh Gattis,,,,,,Power Five,yes,
1055,Texas Christian,Big 12,Rusty Burns,,,,,,Power Five,yes,
1056,Syracuse,ACC,Chuck Bullough,,,,,,Power Five,yes,
1057,Baylor,Big 12,Carlton Buckels,,,,,,Power Five,no,
1058,Miami (Fla.),ACC,Hurlie Brown,,,,,,Power Five,yes,
1059,Northwestern,Big Ten,Jerry Brown,,,,,,Power Five,yes,
1060,Notre Dame,Ind.,Scott Booker,,,,,,Others,yes,
1061,Baylor,Big 12,Kendal Briles,,,,,,Power Five,no,
1062,Boston College,ACC,Don Brown,,,,,,Power Five,yes,
1063,Pittsburgh,ACC,Jim Chaney,,,,,,Power Five,yes,
1064,Baylor,Big 12,Randy Clements,,,,,,Power Five,no,
1065,Miami (Fla.),ACC,James Coley,,,,,,Power Five,yes,
1066,Southern California,Pac-12,Bob Connelly,,,,,,Power Five,yes,
1067,Notre Dame,Ind.,Mike Sanford,,,,,,Others,yes,
1068,Brigham Young,Ind.,Robert Anae,,,,,,Others,yes,
1069,Stanford,Pac-12,Duane Akina,,,,,,Power Five,yes,
1070,Stanford,Pac-12,Pete Alamar,,,,,,Power Five,yes,
1071,Baylor,Big 12,Chris Achuff,,,,,,Power Five,no,
1072,Wake Forest,ACC,Warren Belin,,,,,,Power Five,yes,
1073,Northwestern,Big Ten,Randy Bates,,,,,,Power Five,yes,
1074,Texas Christian,Big 12,Jarrett Anderson,,,,,,Power Five,yes,
1075,Stanford,Pac-12,Lance Anderson,,,,,,Power Five,yes,
1076,Vanderbilt,SEC,Charles Bankins,,,,,,Power Five,yes,
1077,Boston College,ACC,Todd Fitch,,,,,,Power Five,yes,
1078,Temple,AAC,Ed Foley,,,,,,Others,yes,
1079,Texas Christian,Big 12,Chad Glasgow,,,,,,Power Five,yes,
1080,Notre Dame,Ind.,Keith Gilmore,,,,,,Others,yes,
1081,Vanderbilt,SEC,Gerry Gdowski,,,,,,Power Five,yes,
1082,Navy,AAC,Chris Culton,,,,,,Others,yes,
1083,Northwestern,Big Ten,Adam Cushing,,,,,,Power Five,yes,
1084,Miami (Fla.),ACC,Mark D'Onofrio,,,,,,Power Five,yes,
1085,Syracuse,ACC,Tim Daoust,,,,,,Power Five,yes,
1086,Navy,AAC,Justin Davis,,,,,,Others,yes,
1087,Penn State,Big Ten,John Donovan,,,,,,Power Five,yes,
1088,Rice,C-USA,Larry Edmondson,,,,,,Others,yes,
1089,Notre Dame,Ind.,Mike Elston,,,,,,Others,yes,
1090,Wake Forest,ACC,Mike Elko,,,,,,Power Five,yes,
1091,Northwestern,Big Ten,Bob Heffner,,,,,,Power Five,yes,
1092,Southern California,Pac-12,Clay Helton,,,,,,Power Five,yes,
1093,Stanford,Pac-12,Randy Hart,,,,,,Power Five,yes,
1094,Southern California,Pac-12,Keith Heyward,,,,,,Power Five,yes,
1095,Navy,AAC,Buddy Green,,,,,,Others,yes,
1096,Penn State,Big Ten,Herb Hand,,,,,,Power Five,yes,
1097,Northwestern,Big Ten,Mike Hankwitz,,,,,,Power Five,yes,
1098,Navy,AAC,Steve Johns,,,,,,Others,yes,
1099,Wake Forest,ACC,Derrick Jackson,,,,,,Power Five,yes,
1100,Navy,AAC,Ivin Jasper,,,,,,Others,yes,
1101,Rice,C-USA,Larry Hoefer,,,,,,Others,yes,
1102,Brigham Young,Ind.,Guy Holliday,,,,,,Others,yes,
1103,Navy,AAC,Ashley Ingram,,,,,,Others,yes,
1104,Wake Forest,ACC,John Hunter,,,,,,Power Five,yes,
1105,Tulane,AAC,Doug Lichtenberger,,,,,,Others,yes,
1106,Vanderbilt,SEC,Keven Lightner,,,,,,Power Five,yes,
1107,Northwestern,Big Ten,Marty Long,,,,,,Power Five,yes,
1108,Vanderbilt,SEC,Andy Ludwig,,,,,,Power Five,yes,
1109,Northwestern,Big Ten,Matt MacPherson,,,,,,Power Five,yes,
1110,Hawaii,Mt. West,Tom Mason,,,,,,Others,yes,
1111,Southern California,Pac-12,Tee Martin,,,,,,Power Five,yes,
1112,Southern Methodist,AAC,Van Malone,,,,,,Others,yes,
1113,Texas Christian,Big 12,Curtis Luper,,,,,,Power Five,yes,
1114,Brigham Young,Ind.,Steve Kaufusi,,,,,,Others,yes,
1115,Duke,ACC,Derek Jones,,,,,,Power Five,yes,
1116,Navy,AAC,Mike Judge,,,,,,Others,yes,
1117,Navy,AAC,Keith Jones,,,,,,Others,yes,
1118,Boston College,ACC,Kevin Lempa,,,,,,Power Five,yes,
1119,Duke,ACC,Scottie Montgomery,,,,,,Power Five,yes,
1120,Syracuse,ACC,Jake Moreland,,,,,,Power Five,yes,
1121,Southern California,Pac-12,Johnny Nansen,,,,,,Power Five,yes,
1122,Hawaii,Mt. West,Wayne Moses,,,,,,Others,yes,
1123,Texas Christian,Big 12,Doug Meacham,,,,,,Power Five,yes,
1124,Miami (Fla.),ACC,Randy Melvin,,,,,,Power Five,yes,
1125,Tulane,AAC,John McDonell,,,,,,Others,yes,
1126,Northwestern,Big Ten,Mick McCall,,,,,,Power Five,yes,
1127,Navy,AAC,Danny O'Rourke,,,,,,Others,yes,
1128,Tulsa,AAC,Brian Norwood,,,,,,Others,no,
1129,Rice,C-USA,Darrell Patterson,,,,,,Others,yes,
1130,Pittsburgh,ACC,John Peterson,,,,,,Power Five,yes,
1131,Navy,AAC,Dale Pehrson,,,,,,Others,yes,
1132,Pittsburgh,ACC,Tom Sims,,,,,,Power Five,yes,
1133,Temple,AAC,Mike Siravo,,,,,,Others,yes,
1134,Syracuse,ACC,DeAndre Smith,,,,,,Power Five,yes,
1135,Penn State,Big Ten,Sean Spencer,,,,,,Power Five,yes,
1136,Northwestern,Big Ten,Dennis Springer,,,,,,Power Five,yes,
1137,Air Force,Mt. West,Matt Weikert,,,,,1518000.0,Others,yes,
1138,Vanderbilt,SEC,Kenwick Thompson,,,,,,Power Five,yes,
1139,Rice,C-USA,Chris Thurmond,,,,,,Others,yes,
1140,Brigham Young,Ind.,Paul Tidwell,,,,,,Others,yes,
1141,Rice,C-USA,Ronnie Vinklarek,,,,,,Others,yes,
1142,Penn State,Big Ten,Brent Pry,,,,,,Power Five,yes,
1143,Penn State,Big Ten,Ricky Rahne,,,,,,Power Five,yes,
1144,Tulane,AAC,Aaron Price,,,,,,Others,yes,
1145,Pittsburgh,ACC,Andre Powell,,,,,,Power Five,yes,
1146,Syracuse,ACC,Fred Reed,,,,,,Power Five,yes,
1147,Duke,ACC,Zac Roper,,,,,,Power Five,yes,
1148,Tulane,AAC,Jason Rollins,,,,,,Others,yes,
1149,Texas Christian,Big 12,Dan Sharp,,,,,,Power Five,yes,
1150,Pittsburgh,ACC,Kevin Sherman,,,,,,Power Five,yes,
1151,Miami (Fla.),ACC,Larry Scott,,,,,,Power Five,yes,
1152,Pittsburgh,ACC,Tim Salem,,,,,,Power Five,yes,
1153,Wake Forest,ACC,Warren Ruggiero,,,,,,Power Five,yes,
1154,Wake Forest,ACC,Adam Scheier,,,,,,Power Five,yes,
1155,Vanderbilt,SEC,Cortez Hankton,,,,,,Power Five,yes,
1156,Vanderbilt,SEC,Marc Mattioli,,,,,,Power Five,yes,
1157,Temple,AAC,Glenn Thomas,,,,,,Others,yes,
1158,Texas Christian,Big 12,Matt Lewis,,,,,,Power Five,yes,
1159,Tulane,AAC,Carter Sheridan,,,,,,Others,yes,
1160,Tulsa,AAC,Jermial Ashley,,,,,,Others,no,
1161,Tulsa,AAC,Aaron Fletcher,,,,,,Others,no,
1162,Tulsa,AAC,Joseph Gillespie,,,,,,Others,no,
1163,Tulsa,AAC,Justin Hill,,,,,,Others,no,
1164,Tulsa,AAC,Calvin Lowry,,,,,,Others,no,
