rank,school,conf,astcoach,schoolpay,otherpay,totalpay,maxbonus,stafftotal,category,complete,proportion
528,Cincinnati,AAC,Darren Hiller,180000.0,,180000.0,24701.0,1950000.0,Others,yes,0.09230769230769231
529,Oregon State,Pac-12,Derrick Odum,180000.0,,180000.0,74443.0,2640300.0,Power Five,yes,0.06817407112828087
530,Charlotte,C-USA,Matt Wallerstedt,180000.0,,180000.0,0.0,647025.0,Others,yes,0.27819636026428657
531,Virginia,ACC,Marques Hagans,175000.0,4250.0,179250.0,41250.0,2514268.0,Power Five,yes,0.06960276311037646
532,Virginia,ACC,Jappy Oliver,175000.0,4250.0,179250.0,82917.0,2514268.0,Power Five,yes,0.06960276311037646
533,San Diego State,Mt. West,Daniel Gonzales,177228.0,2000.0,179228.0,52396.0,1530932.0,Others,yes,0.11576477596653542
534,East Carolina,AAC,John Wiley,176800.0,1000.0,177800.0,0.0,1704800.0,Others,yes,0.10370717972782731
535,Maryland,Big Ten,Darrell Perkins,177440.0,,177440.0,70000.0,2783060.0,Power Five,yes,0.06375715938571214
536,Maryland,Big Ten,John Dunn,169890.0,7200.0,177090.0,70000.0,2783060.0,Power Five,yes,0.061044318124654155
537,Nevada-Las Vegas,Mt. West,Andy LaRussa,176750.0,,176750.0,14729.0,1415799.0,Others,yes,0.12484116742560208
538,Nevada-Las Vegas,Mt. West,John Garrison,176750.0,,176750.0,14729.0,1415799.0,Others,yes,0.12484116742560208
539,Houston,AAC,Jason Washington,176000.0,,176000.0,29920.0,2113000.0,Others,yes,0.0832938949361098
540,San Jose State,Mt. West,Greg Robinson,175104.0,500.0,175604.0,3000.0,1073832.0,Others,yes,0.16306461345908857
541,Toledo,MAC,Jon Heacock,175440.0,,175440.0,1500.0,886297.0,Others,yes,0.1979471892604849
542,Purdue,Big Ten,Gerad Parker,175000.0,,175000.0,144375.0,2245000.0,Power Five,yes,0.0779510022271715
543,Utah,Pac-12,Lewis Powell,175000.0,,175000.0,14583.0,2650000.0,Power Five,yes,0.0660377358490566
544,Appalachian State,Sun Belt,Nate Woody,175000.0,,175000.0,25000.0,936500.0,Others,yes,0.18686599038974908
545,Nevada,Mt. West,Scott Boone,175000.0,0.0,175000.0,7292.0,1249500.0,Others,yes,0.1400560224089636
546,Oklahoma State,Big 12,James McEndoo,175000.0,,175000.0,42167.0,2915476.0,Power Five,yes,0.06002450371740326
547,North Carolina,ACC,Tray Scott,175000.0,,175000.0,14583.0,2082035.0,Power Five,yes,0.08405238144411598
548,Cincinnati,AAC,Kenny Ingram,175000.0,,175000.0,29167.0,1950000.0,Others,yes,0.08974358974358974
549,Nevada,Mt. West,Nick Rolovich,175000.0,0.0,175000.0,7292.0,1249500.0,Others,yes,0.1400560224089636
550,Wyoming,Mt. West,Curt Mallory,165000.0,9000.0,174000.0,13750.0,1224315.0,Others,yes,0.13476923830876858
551,Indiana,Big Ten,Brandon Shelby,172666.0,,172666.0,62777.0,2317478.0,Power Five,yes,0.07450599315290156
552,South Alabama,Sun Belt,Travis Pearson,165147.0,6400.0,171547.0,19893.0,1135459.0,Others,yes,0.14544514597180525
553,Colorado State,Mt. West,Jeff Hammerschmidt,171482.0,,171482.0,34136.0,1961482.0,Others,yes,0.08742471253878445
554,Oregon State,Pac-12,Telly Lockette,170004.0,,170004.0,72777.0,2640300.0,Power Five,yes,0.06438813771162367
555,South Florida,AAC,Alonzo Hampton,170000.0,0.0,170000.0,0.0,1739700.0,Others,yes,0.09771799735586595
556,Troy,Sun Belt,Matt Moore,170000.0,,170000.0,21250.0,1198233.0,Others,yes,0.14187557845594304
557,Maryland,Big Ten,Chad Wilt,169890.0,,169890.0,60000.0,2783060.0,Power Five,yes,0.061044318124654155
558,Utah State,Mt. West,Mark Weber,168482.0,900.0,169382.0,14040.0,1162973.0,Others,yes,0.14487180699809885
559,South Florida,AAC,Eric Mathies,165000.0,2500.0,167500.0,0.0,1739700.0,Others,yes,0.09484393861010519
560,Air Force,Mt. West,Tim Cross,167000.0,0.0,167000.0,50100.0,1518000.0,Others,yes,0.11001317523056653
561,Florida International,C-USA,Matt House,167000.0,0.0,167000.0,12500.0,1077200.0,Others,yes,0.15503156331229112
562,California,Pac-12,Jacob Peeler,164000.0,3000.0,167000.0,50000.0,2506600.0,Power Five,yes,0.06542727200191495
563,Georgia Southern,Sun Belt,Doug Ruse,165000.0,1500.0,166500.0,14500.0,930450.0,Others,yes,0.17733354828308884
564,Kansas,Big 12,Klint Kubiak,166000.0,,166000.0,0.0,2279999.0,Power Five,yes,0.07280704947677609
565,Kansas,Big 12,Calvin Thibodeaux,166000.0,,166000.0,0.0,2279999.0,Power Five,yes,0.07280704947677609
566,Kansas,Big 12,Kevin Kane,166000.0,,166000.0,0.0,2279999.0,Power Five,yes,0.07280704947677609
567,San Diego State,Mt. West,Bobby Hauck,162228.0,2000.0,164228.0,0.0,1530932.0,Others,yes,0.10596682282426652
568,San Diego State,Mt. West,Osia Lewis,162228.0,2000.0,164228.0,48046.0,1530932.0,Others,yes,0.10596682282426652
569,Wyoming,Mt. West,Scott Fuchs,160008.0,3200.0,163208.0,13334.0,1224315.0,Others,yes,0.13069185626248148
570,Northern Illinois,MAC,Jay Niemann,163002.0,0.0,163002.0,36167.0,885020.0,Others,yes,0.18417888861268672
571,Air Force,Mt. West,Ben Miller,162000.0,0.0,162000.0,48600.0,1518000.0,Others,yes,0.1067193675889328
572,New Mexico,Mt. West,Charles McMillian,161885.0,0.0,161885.0,0.0,1363070.0,Others,yes,0.11876499372739478
573,Houston,AAC,Corby Meekins,161000.0,,161000.0,27370.0,2113000.0,Others,yes,0.07619498343587316
574,Kansas,Big 12,Gary Hyman,160000.0,,160000.0,0.0,2279999.0,Power Five,yes,0.07017546937520587
575,Florida Atlantic,C-USA,Brian Wright,155500.0,4500.0,160000.0,0.0,846050.0,Others,yes,0.18379528396666864
576,New Mexico,Mt. West,Al Simmons,160000.0,,160000.0,0.0,1363070.0,Others,yes,0.1173820860263963
577,Old Dominion,C-USA,Rich Nagy,156060.0,2970.0,159030.0,0.0,1062738.0,Others,yes,0.1468471062482004
578,East Carolina,AAC,Donnie Kirkpatrick,156000.0,1500.0,157500.0,0.0,1704800.0,Others,yes,0.09150633505396527
579,Georgia State,Sun Belt,Jeff Jagodzinski,156000.0,1000.0,157000.0,0.0,950700.0,Others,yes,0.16408961817608078
580,Florida International,C-USA,Steve Shankweiler,156000.0,800.0,156800.0,12500.0,1077200.0,Others,yes,0.1448199034533977
581,North Texas,C-USA,Nick Quartaro,155000.0,1000.0,156000.0,12917.0,1158150.0,Others,yes,0.1338341320208954
582,Iowa State,Big 12,Tommy Mangino,151500.0,4000.0,155500.0,12575.0,2177635.0,Power Five,yes,0.0695708876831976
583,Arizona State,Pac-12,Josh Martin,155000.0,0.0,155000.0,73934.0,3169740.0,Power Five,yes,0.04889990977177939
584,Colorado State,Mt. West,Alvis Whitted,155000.0,,155000.0,31389.0,1961482.0,Others,yes,0.0790218824337924
585,South Florida,AAC,David Reaves,150000.0,3500.0,153500.0,0.0,1739700.0,Others,yes,0.0862217623728229
586,Louisville,ACC,L.D. Scott,150000.0,3000.0,153000.0,12500.0,3779800.0,Power Five,yes,0.039684639398909996
587,Louisville,ACC,Kolby Smith,150000.0,3000.0,153000.0,12500.0,3779800.0,Power Five,yes,0.039684639398909996
588,Fresno State,Mt. West,Phil Earley,152788.0,0.0,152788.0,0.0,1391242.0,Others,yes,0.10982129636684344
589,Fresno State,Mt. West,Cameron Norcross,152788.0,0.0,152788.0,0.0,1391242.0,Others,yes,0.10982129636684344
590,Fresno State,Mt. West,Pete Germano,152788.0,0.0,152788.0,0.0,1391242.0,Others,yes,0.10982129636684344
591,Western Kentucky,C-USA,Tyson Helton,150000.0,2000.0,152000.0,0.0,1054792.0,Others,yes,0.142208132029822
592,San Diego State,Mt. West,Hunkie Cooper,150000.0,2000.0,152000.0,0.0,1530932.0,Others,yes,0.09797953142268892
593,Marshall,C-USA,Alex Mirabal,150000.0,1450.0,151450.0,25000.0,1141476.0,Others,yes,0.13140880754391682
594,Ball State,MAC,Kevin Kelly,150000.0,1350.0,151350.0,0.0,910300.0,Others,yes,0.1647808414808305
595,Army,Ind.,John Loose,151000.0,,151000.0,30000.0,2220450.0,Others,yes,0.06800423337611745
596,Army,Ind.,Orlando Mitjans Jr.,151000.0,,151000.0,30000.0,2220450.0,Others,yes,0.06800423337611745
597,Army,Ind.,Sean Saturnio,151000.0,,151000.0,30000.0,2220450.0,Others,yes,0.06800423337611745
598,Georgia State,Sun Belt,Jesse Minter,150000.0,1000.0,151000.0,0.0,950700.0,Others,yes,0.1577784790154623
599,Army,Ind.,Keith Gaither,151000.0,,151000.0,30000.0,2220450.0,Others,yes,0.06800423337611745
600,Army,Ind.,Ray McCartney,151000.0,,151000.0,30000.0,2220450.0,Others,yes,0.06800423337611745
601,Houston,AAC,Kenith Pope,151000.0,,151000.0,25670.0,2113000.0,Others,yes,0.07146237576904875
602,Army,Ind.,Kevin Corless,151000.0,,151000.0,30000.0,2220450.0,Others,yes,0.06800423337611745
603,New Mexico State,Sun Belt,Zane Vance,150000.0,800.0,150800.0,0.0,646883.0,Others,yes,0.23188119026160836
604,Old Dominion,C-USA,Ron Whitcomb,130050.0,20470.0,150520.0,0.0,1062738.0,Others,yes,0.122372588540167
605,Utah,Pac-12,Justin Ena,150000.0,,150000.0,12500.0,2650000.0,Power Five,yes,0.05660377358490566
606,West Virginia,Big 12,Damon Cogdell,150000.0,0.0,150000.0,67500.0,2801000.0,Power Five,yes,0.053552302749018205
607,Southern Mississippi,C-USA,Chip Lindsey,150000.0,0.0,150000.0,12500.0,1055000.0,Others,yes,0.14218009478672985
608,Purdue,Big Ten,Jafar Williams,150000.0,,150000.0,123750.0,2245000.0,Power Five,yes,0.066815144766147
609,San Diego State,Mt. West,Blane Morgan,150000.0,,150000.0,0.0,1530932.0,Others,yes,0.09797953142268892
610,Air Force,Mt. West,Steed Lobotzke,150000.0,0.0,150000.0,45000.0,1518000.0,Others,yes,0.09881422924901186
611,West Virginia,Big 12,Mark Scott,150000.0,,150000.0,67500.0,2801000.0,Power Five,yes,0.053552302749018205
612,Idaho,Sun Belt,Kris Cinkovich,149677.0,,149677.0,0.0,747637.0,Others,yes,0.20020009710594847
613,Old Dominion,C-USA,Jeff Commissiong,145656.0,2970.0,148626.0,0.0,1062738.0,Others,yes,0.13705729916498705
614,Wyoming,Mt. West,Pete Kaligis,145008.0,3275.0,148283.0,12084.0,1224315.0,Others,yes,0.11844010732532069
615,Nevada-Las Vegas,Mt. West,Joe Seumalo,146450.0,,146450.0,12204.0,1415799.0,Others,yes,0.103439824438356
616,Georgia Southern,Sun Belt,Jack Curtis,145000.0,0.0,145000.0,14500.0,930450.0,Others,yes,0.1558385727336235
617,Cincinnati,AAC,Jeff Koonz,145000.0,,145000.0,24167.0,1950000.0,Others,yes,0.07435897435897436
618,Cincinnati,AAC,Blake Rolan,145000.0,,145000.0,24167.0,1950000.0,Others,yes,0.07435897435897436
619,North Carolina,ACC,Keith Heckendorf,144035.0,,144035.0,12003.0,2082035.0,Power Five,yes,0.06917991292173283
620,New Mexico,Mt. West,Jason Lenzmeier,141500.0,385.0,141885.0,0.0,1363070.0,Others,yes,0.10380978232959423
621,Eastern Michigan,MAC,Brad McCaslin,141376.0,0.0,141376.0,0.0,864676.0,Others,yes,0.16350170468476052
622,Louisiana Tech,C-USA,Blake Baker,140000.0,1000.0,141000.0,0.0,1066503.0,Others,yes,0.13127014176237667
623,Nevada,Mt. West,Jim Hofher,140000.0,500.0,140500.0,5833.0,1249500.0,Others,yes,0.11204481792717087
624,Central Florida,AAC,Andrew Thacker,140000.0,,140000.0,11667.0,2754694.0,Others,yes,0.05082234179186509
625,Southern Mississippi,C-USA,Luke Meadows,140000.0,0.0,140000.0,11667.0,1055000.0,Others,yes,0.13270142180094788
626,Louisiana-Lafayette,Sun Belt,Reed Stringer,140000.0,0.0,140000.0,0.0,1040000.0,Others,yes,0.1346153846153846
627,Nevada,Mt. West,Lester Erb,140000.0,0.0,140000.0,5833.0,1249500.0,Others,yes,0.11204481792717087
628,Kent State,MAC,Don Treadwell,140000.0,0.0,140000.0,0.0,718436.0,Others,yes,0.19486774048071087
629,Miami (Ohio),MAC,George Barnett,138000.0,700.0,138700.0,0.0,863310.0,Others,yes,0.1598498801125899
630,Texas State,Sun Belt,Mike Schultz,132000.0,6500.0,138500.0,0.0,832300.0,Others,yes,0.1585966598582242
631,Texas-San Antonio,C-USA,Neal Neathery,136393.0,1808.0,138201.0,2000.0,808681.0,Others,yes,0.1686610666010454
632,Nevada,Mt. West,Ron Hudson,138000.0,0.0,138000.0,5750.0,1249500.0,Others,yes,0.11044417767106843
633,Texas-San Antonio,C-USA,Kevin Brown,136393.0,1550.0,137943.0,2000.0,808681.0,Others,yes,0.1686610666010454
634,Eastern Michigan,MAC,Kalen DeBoer,137700.0,0.0,137700.0,0.0,864676.0,Others,yes,0.1592504013063853
635,San Diego State,Mt. West,Michael Schmidt,135000.0,2000.0,137000.0,40150.0,1530932.0,Others,yes,0.08818157828042003
636,New Mexico,Mt. West,Barry Sacks,136885.0,0.0,136885.0,0.0,1363070.0,Others,yes,0.10042404278577036
637,Toledo,MAC,Jason Candle,135762.0,450.0,136212.0,1500.0,886297.0,Others,yes,0.15317890052657293
638,Nevada,Mt. West,Mike Bradeson,135500.0,0.0,135500.0,5625.0,1249500.0,Others,yes,0.10844337735094038
639,Army,Ind.,Tucker Waugh,135400.0,,135400.0,30000.0,2220450.0,Others,yes,0.06097863045779009
640,Air Force,Mt. West,Derek Lewis,135000.0,0.0,135000.0,40500.0,1518000.0,Others,yes,0.08893280632411067
641,Louisiana-Lafayette,Sun Belt,Mitch Rodrigue,135000.0,0.0,135000.0,0.0,1040000.0,Others,yes,0.12980769230769232
642,Nevada,Mt. West,Bill Teerlinck,135000.0,0.0,135000.0,5625.0,1249500.0,Others,yes,0.10804321728691477
643,New Mexico,Mt. West,Apollo Wright,133750.0,385.0,134135.0,0.0,1363070.0,Others,yes,0.09812408753769065
644,Utah State,Mt. West,Luke Wells,131708.0,2300.0,134008.0,10976.0,1162973.0,Others,yes,0.11325112448870266
645,Fresno State,Mt. West,Ron Antoine,133908.0,0.0,133908.0,0.0,1391242.0,Others,yes,0.09625068823396649
646,Miami (Ohio),MAC,Matt Pawlowski,133620.0,0.0,133620.0,0.0,863310.0,Others,yes,0.15477638391771206
647,Texas State,Sun Belt,John Thompson III,132000.0,,132000.0,0.0,832300.0,Others,yes,0.1585966598582242
648,Ohio,MAC,Tim Albin,130148.0,1166.0,131314.0,0.0,898290.0,Others,yes,0.14488416880962718
649,Ohio,MAC,Jimmy Burrow,130148.0,1165.0,131313.0,0.0,898290.0,Others,yes,0.14488416880962718
650,Georgia State,Sun Belt,Harold Etheridge,129800.0,1500.0,131300.0,0.0,950700.0,Others,yes,0.13653097717471338
651,South Alabama,Sun Belt,Brian Turner,123844.0,7250.0,131094.0,14730.0,1135459.0,Others,yes,0.10906954808584017
652,Kent State,MAC,Brian George,130050.0,450.0,130500.0,0.0,718436.0,Others,yes,0.18101821178226035
653,Central Michigan,MAC,Morris Watts,130400.0,0.0,130400.0,0.0,863380.0,Others,yes,0.15103430702587506
654,Florida International,C-USA,Ron Cooper,130000.0,0.0,130000.0,12500.0,1077200.0,Others,yes,0.12068325287783141
655,Idaho,Sun Belt,Michael Breske,130000.0,,130000.0,0.0,747637.0,Others,yes,0.1738811749552256
656,Central Florida,AAC,Keegan Kennedy,130000.0,,130000.0,10833.0,2754694.0,Others,yes,0.04719217452101758
657,Texas-El Paso,C-USA,Cornell Jackson,129950.0,0.0,129950.0,52983.0,1191241.0,Others,yes,0.10908791755824389
658,Florida Atlantic,C-USA,Roc Bellantoni,125000.0,4900.0,129900.0,0.0,846050.0,Others,yes,0.14774540511790082
659,New Mexico,Mt. West,Scott Baumgartner,128125.0,1635.0,129760.0,0.0,1363070.0,Others,yes,0.09399737357582516
660,Fresno State,Mt. West,Joe Wade,128750.0,0.0,128750.0,0.0,1391242.0,Others,yes,0.09254320959257986
661,Boise State,Mt. West,Lee Marks,125008.0,3500.0,128508.0,13250.0,2129132.0,Others,yes,0.05871312816678346
662,Miami (Ohio),MAC,Eric Koehler,127930.0,360.0,128290.0,0.0,863310.0,Others,yes,0.1481854721942292
663,Northern Illinois,MAC,Robert Cole,128004.0,0.0,128004.0,30334.0,885020.0,Others,yes,0.1446340195701792
664,Middle Tennessee,C-USA,Geep Wade,125000.0,3000.0,128000.0,15625.0,1166061.0,Others,yes,0.10719850848283237
665,Nevada-Las Vegas,Mt. West,Jamie Christian,126250.0,,126250.0,10521.0,1415799.0,Others,yes,0.08917226244685864
666,Ball State,MAC,Joey Lynch,124000.0,1650.0,125650.0,0.0,910300.0,Others,yes,0.13621882895748655
667,Colorado State,Mt. West,Bryan Applewhite,125000.0,,125000.0,26389.0,1961482.0,Others,yes,0.06372732454338098
668,Colorado State,Mt. West,Terry Fair,125000.0,,125000.0,26389.0,1961482.0,Others,yes,0.06372732454338098
669,Appalachian State,Sun Belt,Dwayne Ledford,125000.0,,125000.0,17000.0,936500.0,Others,yes,0.13347570742124934
670,UCLA,Pac-12,Taylor Mazzone,125000.0,0.0,125000.0,100000.0,3969000.0,Power Five,yes,0.03149407911312673
671,Wisconsin,Big Ten,Mickey Turner,125000.0,,125000.0,48750.0,2632200.0,Power Five,yes,0.047488792644935794
672,Georgia State,Sun Belt,Luke Huard,123600.0,1000.0,124600.0,0.0,950700.0,Others,yes,0.13000946670874092
673,East Carolina,AAC,Marc Yellock,123500.0,1000.0,124500.0,0.0,1704800.0,Others,yes,0.07244251525105584
674,North Texas,C-USA,Mike Grant,123000.0,800.0,123800.0,10250.0,1158150.0,Others,yes,0.10620385960367829
675,Appalachian State,Sun Belt,Dale Jones,123250.0,,123250.0,9000.0,936500.0,Others,yes,0.13160704751735183
676,Nevada-Las Vegas,Mt. West,Cedric Cormier,121200.0,1799.0,122999.0,10100.0,1415799.0,Others,yes,0.08560537194898428
677,Central Michigan,MAC,Greg Colby,122750.0,0.0,122750.0,0.0,863380.0,Others,yes,0.14217378211216383
678,Troy,Sun Belt,Kenny Edenfield,122604.0,0.0,122604.0,15326.0,1198233.0,Others,yes,0.10232066718242612
679,East Carolina,AAC,Duane Price,121500.0,1000.0,122500.0,0.0,1704800.0,Others,yes,0.07126935710933834
680,Akron,MAC,Todd Stroud,122400.0,0.0,122400.0,25956.0,934220.0,Others,yes,0.1310183896726681
681,Arkansas State,Sun Belt,Trooper Taylor,120000.0,2000.0,122000.0,10000.0,1183000.0,Others,yes,0.1014370245139476
682,Troy,Sun Belt,Shayne Wasden,121829.0,0.0,121829.0,15229.0,1198233.0,Others,yes,0.10167388145711226
683,Florida International,C-USA,Shannon Moore,121000.0,800.0,121800.0,12500.0,1077200.0,Others,yes,0.1123282584478277
684,Nevada-Las Vegas,Mt. West,Ron O'Dell,121200.0,,121200.0,10100.0,1415799.0,Others,yes,0.08560537194898428
685,Nevada-Las Vegas,Mt. West,J.D. Williams,121200.0,,121200.0,10100.0,1415799.0,Others,yes,0.08560537194898428
686,North Texas,C-USA,Mike Simmonds,120800.0,250.0,121050.0,10000.0,1158150.0,Others,yes,0.1043042783749946
687,Louisiana-Monroe,Sun Belt,Steve Farmer,121000.0,0.0,121000.0,3500.0,683050.0,Others,yes,0.1771466217700022
688,Louisiana Tech,C-USA,Robert McFarland,120000.0,0.0,120000.0,0.0,1066503.0,Others,yes,0.11251726436775143
689,Buffalo,MAC,Andy Kotelnicki,120000.0,,120000.0,0.0,928540.0,Others,yes,0.12923514334331315
690,Bowling Green,MAC,Brian Ward,120000.0,0.0,120000.0,7000.0,807112.0,Others,yes,0.14867825035434984
691,Buffalo,MAC,Brian Borland,120000.0,,120000.0,0.0,928540.0,Others,yes,0.12923514334331315
692,Central Florida,AAC,Travis Fisher,120000.0,,120000.0,10000.0,2754694.0,Others,yes,0.04356200725017007
693,Nevada,Mt. West,Ricky Thomas,120000.0,0.0,120000.0,5000.0,1249500.0,Others,yes,0.09603841536614646
694,Louisiana Tech,C-USA,Rick Petri,120000.0,0.0,120000.0,0.0,1066503.0,Others,yes,0.11251726436775143
695,Louisiana-Lafayette,Sun Belt,Jorge Munoz,120000.0,0.0,120000.0,0.0,1040000.0,Others,yes,0.11538461538461539
696,San Jose State,Mt. West,Al Borges,118772.0,0.0,118772.0,0.0,1073832.0,Others,yes,0.11060575583517719
697,Middle Tennessee,C-USA,Steve Ellis,115296.0,3000.0,118296.0,14412.0,1166061.0,Others,yes,0.09887647387229313
698,Middle Tennessee,C-USA,David Bibee,113961.0,3000.0,116961.0,14245.0,1166061.0,Others,yes,0.09773159380169648
699,Marshall,C-USA,Adam Fuller,115500.0,1456.0,116956.0,19250.0,1141476.0,Others,yes,0.10118478180881596
700,San Jose State,Mt. West,Donte Williams,115596.0,700.0,116296.0,0.0,1073832.0,Others,yes,0.10764812372885144
701,Houston,AAC,Drew Mehringer,116000.0,,116000.0,19720.0,2113000.0,Others,yes,0.05489824893516328
702,North Texas,C-USA,Tommy Perry,115000.0,800.0,115800.0,9583.0,1158150.0,Others,yes,0.099296291499374
703,Old Dominion,C-USA,Kermit Buggs,112200.0,2970.0,115170.0,0.0,1062738.0,Others,yes,0.10557635089739899
704,Bowling Green,MAC,Kim McCloud,115000.0,0.0,115000.0,7000.0,807112.0,Others,yes,0.14248332325625193
705,Cincinnati,AAC,Ty Linder,115000.0,,115000.0,19167.0,1950000.0,Others,yes,0.05897435897435897
706,Massachusetts,MAC,Dave Sollazzo,113770.0,0.0,113770.0,15975.0,832930.0,Others,yes,0.1365901096130527
707,Texas-El Paso,C-USA,Brian Natkin,113268.0,0.0,113268.0,47756.0,1191241.0,Others,yes,0.09508403421306016
708,Ohio,MAC,Scott Isphording,112200.0,0.0,112200.0,0.0,898290.0,Others,yes,0.12490398423671643
709,Western Kentucky,C-USA,Mike Cassity,110004.0,2000.0,112004.0,0.0,1054792.0,Others,yes,0.10428975570539026
710,Fresno State,Mt. West,Marcus Woodson,111768.0,0.0,111768.0,0.0,1391242.0,Others,yes,0.08033685009509489
711,Georgia State,Sun Belt,P.J. Volker,109600.0,2000.0,111600.0,0.0,950700.0,Others,yes,0.11528347533396445
712,San Jose State,Mt. West,James Jones,110964.0,500.0,111464.0,3000.0,1073832.0,Others,yes,0.10333459982567106
713,Charlotte,C-USA,Jeff Mullen,111225.0,,111225.0,0.0,647025.0,Others,yes,0.17190216761330707
714,Louisiana Tech,C-USA,Jabbar Juluke,110000.0,1000.0,111000.0,0.0,1066503.0,Others,yes,0.10314082567043881
715,Louisiana Tech,C-USA,Ronnie Bradford,110000.0,1000.0,111000.0,0.0,1066503.0,Others,yes,0.10314082567043881
716,Army,Ind.,Bob Bodine,110350.0,,110350.0,30000.0,2220450.0,Others,yes,0.04969713346393749
717,Connecticut,AAC,David Corley,110055.0,,110055.0,16928.0,1943130.0,Others,yes,0.056638001574778836
718,Connecticut,AAC,Josh Reardon,110055.0,,110055.0,16928.0,1943130.0,Others,yes,0.056638001574778836
719,East Carolina,AAC,Garrett Riley,110000.0,0.0,110000.0,0.0,1704800.0,Others,yes,0.0645236977944627
720,South Florida,AAC,David Gilbertson,110000.0,0.0,110000.0,0.0,1739700.0,Others,yes,0.06322929240673679
721,Southern Mississippi,C-USA,Jon Williams,110000.0,0.0,110000.0,9167.0,1055000.0,Others,yes,0.10426540284360189
722,South Florida,AAC,Donte Pimpleton,110000.0,,110000.0,0.0,1739700.0,Others,yes,0.06322929240673679
723,Southern Mississippi,C-USA,John Wozniak,110000.0,0.0,110000.0,9167.0,1055000.0,Others,yes,0.10426540284360189
724,Akron,MAC,Darrell Funk,110000.0,0.0,110000.0,23889.0,934220.0,Others,yes,0.11774528483654814
725,Texas State,Sun Belt,Jeff Conway,107000.0,2100.0,109100.0,0.0,832300.0,Others,yes,0.12855941367295445
726,Texas-El Paso,C-USA,Todd Whitten,109040.0,0.0,109040.0,46013.0,1191241.0,Others,yes,0.09153479438669421
727,Appalachian State,Sun Belt,Scot Sloan,108250.0,,108250.0,17000.0,936500.0,Others,yes,0.11558996262680192
728,Western Kentucky,C-USA,Neil Callaway,106056.0,2000.0,108056.0,0.0,1054792.0,Others,yes,0.10054683767036535
729,Louisiana-Monroe,Sun Belt,Adam Waugh,108000.0,0.0,108000.0,3500.0,683050.0,Others,yes,0.15811434009223335
730,Florida International,C-USA,Jason Brooks,105000.0,800.0,105800.0,12500.0,1077200.0,Others,yes,0.09747493501671
731,Ball State,MAC,Justin Lustig,104000.0,1650.0,105650.0,0.0,910300.0,Others,yes,0.11424805009337581
732,Ball State,MAC,John Strollo,104000.0,1150.0,105150.0,0.0,910300.0,Others,yes,0.11424805009337581
733,Old Dominion,C-USA,Michael Zyskowski,102000.0,2970.0,104970.0,0.0,1062738.0,Others,yes,0.09597850081581726
734,Florida International,C-USA,Kort Shankweiler,104000.0,800.0,104800.0,12500.0,1077200.0,Others,yes,0.09654660230226514
735,Georgia State,Sun Belt,Tim Lappano,103600.0,1200.0,104800.0,0.0,950700.0,Others,yes,0.10897233617334595
736,South Alabama,Sun Belt,Chase Smith,100733.0,4000.0,104733.0,11842.0,1135459.0,Others,yes,0.08871566476640724
737,South Alabama,Sun Belt,Mike Adams,99280.0,5200.0,104480.0,7773.0,1135459.0,Others,yes,0.08743600605570082
738,Western Kentucky,C-USA,Don Dunn,101016.0,3200.0,104216.0,0.0,1054792.0,Others,yes,0.09576864443416332
739,South Alabama,Sun Belt,Richard Owens,104000.0,,104000.0,16333.0,1135459.0,Others,yes,0.09159291528800248
740,South Alabama,Sun Belt,Tyler Siskey,104000.0,,104000.0,16334.0,1135459.0,Others,yes,0.09159291528800248
741,South Alabama,Sun Belt,Tim Bowens,99966.0,4000.0,103966.0,7831.0,1135459.0,Others,yes,0.08804016701615823
742,Wyoming,Mt. West,AJ Cooper,100008.0,3375.0,103383.0,8334.0,1224315.0,Others,yes,0.08168486051383834
743,Ohio,MAC,Ron Collins,103031.0,0.0,103031.0,0.0,898290.0,Others,yes,0.1146968128332721
744,Texas-El Paso,C-USA,Gabe Franklin,102813.0,0.0,102813.0,44271.0,1191241.0,Others,yes,0.08630747262728533
745,San Jose State,Mt. West,Adam Stenavich,102780.0,0.0,102780.0,0.0,1073832.0,Others,yes,0.0957132959345596
746,San Diego State,Mt. West,Zach Arnett,100008.0,2000.0,102008.0,30002.0,1530932.0,Others,yes,0.06532491319013516
747,Florida International,C-USA,Tem Lukabu,102000.0,0.0,102000.0,12500.0,1077200.0,Others,yes,0.09468993687337542
748,Arkansas State,Sun Belt,Luke Paschall,100000.0,2000.0,102000.0,8333.0,1183000.0,Others,yes,0.08453085376162299
749,Utah State,Mt. West,David Ungerer,100187.0,1800.0,101987.0,8349.0,1162973.0,Others,yes,0.08614731382413865
750,San Jose State,Mt. West,Dan Ferrigno,101968.0,0.0,101968.0,0.0,1073832.0,Others,yes,0.09495712550939067
751,Georgia Southern,Sun Belt,Johnny Jernigan,100000.0,1400.0,101400.0,14500.0,930450.0,Others,yes,0.10747487774732656
752,North Texas,C-USA,Perry Carter,100800.0,0.0,100800.0,8333.0,1158150.0,Others,yes,0.08703535811423391
753,Southern Mississippi,C-USA,Pete Golding,100000.0,0.0,100000.0,8333.0,1055000.0,Others,yes,0.0947867298578199
754,New Mexico State,Sun Belt,Andy Richman,100000.0,,100000.0,0.0,646883.0,Others,yes,0.15458746017440558
755,Louisiana-Lafayette,Sun Belt,Mike Lucas,100000.0,,100000.0,0.0,1040000.0,Others,yes,0.09615384615384616
