rank,school,conf,asscoach,schoolpay,otherpay,totalpay,maxbonus,stafftotal,category
37,Missouri,SEC,Barry Odom,625000.0,0.0,625000.0,213750.0,3630000.0,Power Five
38,Minnesota,Big Ten,Tracy Claeys,616000.0,,616000.0,164000.0,2932000.0,Power Five
39,Michigan,Big Ten,Greg Mattison,606667.0,,606667.0,0.0,4248667.0,Power Five
40,Auburn,SEC,Rhett Lashlee,600000.0,3500.0,603500.0,235000.0,5341900.0,Power Five
41,Auburn,SEC,Rodney Garner,600000.0,3500.0,603500.0,220000.0,5341900.0,Power Five
42,Florida,SEC,Randy Shannon,601500.0,,601500.0,156000.0,3728500.0,Power Five
43,Ohio State,Big Ten,Ed Warinner,600000.0,0.0,600000.0,229500.0,4021950.0,Power Five
44,Florida State,ACC,Rick Trickett,583000.0,4900.0,587900.0,102167.0,4284800.0,Power Five
45,Florida State,ACC,Randy Sanders,583000.0,3000.0,586000.0,104667.0,4284800.0,Power Five
46,Florida State,ACC,Charles Kelly,583000.0,0.0,583000.0,90833.0,4284800.0,Power Five
47,Ohio State,Big Ten,Chris Ash,580000.0,,580000.0,221850.0,4021950.0,Power Five
48,Kentucky,SEC,D.J. Eliot,575000.0,1400.0,576400.0,95833.0,3007200.0,Power Five
49,Texas,Big 12,Joe Wickline,575000.0,0.0,575000.0,185000.0,3906100.0,Power Five
50,Mississippi State,SEC,Manny Diaz,575000.0,0.0,575000.0,47917.0,3287500.0,Power Five
51,Wisconsin,Big Ten,Joe Rudolph,570000.0,,570000.0,132000.0,2632200.0,Power Five
52,Minnesota,Big Ten,Matt Limegrover,566000.0,,566000.0,151500.0,2932000.0,Power Five
53,North Carolina State,ACC,Matt Canada,560000.0,,560000.0,195000.0,2888625.0,Power Five
54,California,Pac-12,Art Kaufman,550000.0,3000.0,553000.0,75000.0,2506600.0,Power Five
55,Auburn,SEC,Travaris Robinson,550000.0,0.0,550000.0,130000.0,5341900.0,Power Five
56,Oklahoma State,Big 12,Glenn Spencer,550000.0,,550000.0,116667.0,2915476.0,Power Five
57,Nebraska,Big Ten,Mark Banker,550000.0,,550000.0,220000.0,3450000.0,Power Five
58,Arkansas,SEC,Dan Enos,550000.0,0.0,550000.0,183333.0,3529550.0,Power Five
59,Kentucky,SEC,Shannon Dawson,550000.0,,550000.0,91666.0,3007200.0,Power Five
60,Texas Tech,Big 12,David Gibbs,550000.0,,550000.0,137500.0,2336600.0,Power Five
61,Colorado,Pac-12,Jim Leavitt,541667.0,0.0,541667.0,57692.0,2748052.0,Power Five
62,Arkansas,SEC,Sam Pittman,525000.0,2550.0,527550.0,175000.0,3529550.0,Power Five
63,Ohio State,Big Ten,Tim Beck,525000.0,,525000.0,200813.0,4021950.0,Power Five
64,Wisconsin,Big Ten,Dave Aranda,520000.0,2200.0,522200.0,132000.0,2632200.0,Power Five
65,Tennessee,SEC,John Jancek,520000.0,0.0,520000.0,123600.0,3540700.0,Power Five
66,Alabama,SEC,Mario Cristobal,515000.0,2000.0,517000.0,113300.0,5227090.0,Power Five
67,Iowa,Big Ten,Greg Davis,515036.0,0.0,515036.0,0.0,3049072.0,Power Five
68,Iowa,Big Ten,Phil Parker,515036.0,0.0,515036.0,0.0,3049072.0,Power Five
69,Arizona,Pac-12,Calvin Magee,500000.0,10500.0,510500.0,41666.0,3036400.0,Power Five
70,California,Pac-12,Tony Franklin,507000.0,3000.0,510000.0,50000.0,2506600.0,Power Five
71,UCLA,Pac-12,Tom Bradley,510000.0,0.0,510000.0,100000.0,3969000.0,Power Five
72,Tennessee,SEC,Mike DeBord,500000.0,5000.0,505000.0,120000.0,3540700.0,Power Five
73,Virginia,ACC,Jon Tenuta,500000.0,4250.0,504250.0,158750.0,2514268.0,Power Five
74,Auburn,SEC,Dameyune Craig,500000.0,3800.0,503800.0,220000.0,5341900.0,Power Five
75,Florida,SEC,Doug Nussmeier,501500.0,,501500.0,196000.0,3728500.0,Power Five
76,Houston,AAC,Todd Orlando,501000.0,,501000.0,85170.0,2113000.0,Others
77,Nebraska,Big Ten,Danny Langsdorf,500000.0,,500000.0,200000.0,3450000.0,Power Five
78,Georgia,SEC,Tracy Rocker,500000.0,0.0,500000.0,204000.0,4807200.0,Power Five
79,Oklahoma,Big 12,Lincoln Riley,500000.0,,500000.0,70000.0,3768500.0,Power Five
80,Colorado State,Mt. West,Will Friend,500000.0,,500000.0,88889.0,1961482.0,Others
81,Alabama,SEC,Mel Tucker,500000.0,0.0,500000.0,110000.0,5227090.0,Power Five
82,Washington,Pac-12,Pete Kwiatkowski,485004.0,1500.0,486504.0,70000.0,3278524.0,Power Five
83,Texas A&M,SEC,Jake Spavital,483500.0,2610.0,486110.0,95000.0,4419360.0,Power Five
84,North Carolina State,ACC,Dave Huxtable,481950.0,,481950.0,195000.0,2888625.0,Power Five
85,Alabama,SEC,Bo Davis,475000.0,0.0,475000.0,104500.0,5227090.0,Power Five
86,Texas A&M,SEC,Dave Christensen,475000.0,,475000.0,114000.0,4419360.0,Power Five
87,Colorado,Pac-12,Brian Lindgren,475000.0,0.0,475000.0,52885.0,2748052.0,Power Five
88,Arizona State,Pac-12,Keith Patterson,470000.0,1585.0,471585.0,132732.0,3169740.0,Power Five
89,Florida State,ACC,Lawrence Dawsey,463000.0,3000.0,466000.0,84667.0,4284800.0,Power Five
90,Florida State,ACC,Odell Haggins,463000.0,3000.0,466000.0,82167.0,4284800.0,Power Five
91,Mississippi,SEC,Matt Luke,465000.0,200.0,465200.0,55800.0,3091000.0,Power Five
92,LSU,SEC,Ed Orgeron,465000.0,,465000.0,75000.0,5471236.0,Power Five
93,UCLA,Pac-12,Kennedy Polamalu,460000.0,0.0,460000.0,100000.0,3969000.0,Power Five
94,Texas A&M,SEC,Clarence McKinney,458500.0,0.0,458500.0,90000.0,4419360.0,Power Five
95,Virginia,ACC,Steve Fairchild,450000.0,4250.0,454250.0,158750.0,2514268.0,Power Five
96,Nebraska,Big Ten,Bruce Read,450000.0,,450000.0,180000.0,3450000.0,Power Five
97,Auburn,SEC,Lance Thompson,450000.0,0.0,450000.0,130000.0,5341900.0,Power Five
98,Illinois,Big Ten,Mike Phair,450000.0,,450000.0,70000.0,2011208.0,Power Five
99,Alabama,SEC,Bobby Williams,440840.0,1000.0,441840.0,96985.0,5227090.0,Power Five
100,Florida State,ACC,Tim Brewster,433000.0,3000.0,436000.0,77167.0,4284800.0,Power Five
101,Oregon State,Pac-12,Dave Baldwin,435000.0,,435000.0,116943.0,2640300.0,Power Five
102,UCLA,Pac-12,Demetrice Martin,435000.0,0.0,435000.0,100000.0,3969000.0,Power Five
103,Kansas State,Big 12,Tom Hayes,430000.0,4825.0,434825.0,157600.0,3023325.0,Power Five
104,Kansas State,Big 12,Dana Dimel,430000.0,3325.0,433325.0,157600.0,3023325.0,Power Five
105,Virginia Tech,ACC,Scot Loeffler,424000.0,5000.0,429000.0,82500.0,3257690.0,Power Five
106,Washington,Pac-12,Chris Strausser,426504.0,0.0,426504.0,70000.0,3278524.0,Power Five
107,Washington,Pac-12,Jonathan Smith,425004.0,1500.0,426504.0,70000.0,3278524.0,Power Five
108,Washington,Pac-12,Bob Gregory,425004.0,1500.0,426504.0,70000.0,3278524.0,Power Five
109,LSU,SEC,Bradley Dale Peveto,410000.0,16067.0,426067.0,75000.0,5471236.0,Power Five
110,Washington State,Pac-12,Alex Grinch,425000.0,0.0,425000.0,103125.0,2323500.0,Power Five
111,Oklahoma,Big 12,Kerry Cooks,425000.0,,425000.0,59500.0,3768500.0,Power Five
112,Alabama,SEC,Tosh Lupoi,425000.0,0.0,425000.0,93500.0,5227090.0,Power Five
113,Michigan State,Big Ten,Dave Warner,421499.0,2000.0,423499.0,145211.0,3195154.0,Power Five
114,Kansas State,Big 12,Del Miller,420000.0,3325.0,423325.0,154400.0,3023325.0,Power Five
115,Ohio State,Big Ten,Larry Johnson,420000.0,,420000.0,160650.0,4021950.0,Power Five
116,Clemson,ACC,Jeff Scott,414423.0,5400.0,419823.0,95000.0,4329606.0,Power Five
117,Clemson,ACC,Tony Elliott,415576.0,3500.0,419076.0,95000.0,4329606.0,Power Five
118,Missouri,SEC,Andy Hill,417500.0,0.0,417500.0,144583.0,3630000.0,Power Five
119,Clemson,ACC,Marion Hobby,415000.0,2200.0,417200.0,95000.0,4329606.0,Power Five
120,Florida,SEC,Chris Rumph,416500.0,,416500.0,162000.0,3728500.0,Power Five
121,Oregon,Pac-12,Don Pellum,415000.0,,415000.0,261666.0,3695000.0,Power Five
122,Florida State,ACC,Brad Lawing,415000.0,0.0,415000.0,74167.0,4284800.0,Power Five
123,Illinois,Big Ten,Tim Banks,412000.0,600.0,412600.0,51500.0,2011208.0,Power Five
124,Michigan State,Big Ten,Harlon Barnett,411749.0,600.0,412349.0,141836.0,3195154.0,Power Five
125,Michigan State,Big Ten,Jim Bollman,411749.0,0.0,411749.0,141836.0,3195154.0,Power Five
126,Michigan State,Big Ten,Mike Tressel,411749.0,0.0,411749.0,141836.0,3195154.0,Power Five
127,Tennessee,SEC,Steve Stripling,410000.0,0.0,410000.0,97200.0,3540700.0,Power Five
128,UCLA,Pac-12,Eric Yarber,410000.0,0.0,410000.0,100000.0,3969000.0,Power Five
129,East Carolina,AAC,Rick Smith,405000.0,2500.0,407500.0,0.0,1704800.0,Others
130,Florida State,ACC,Jay Graham,403000.0,3000.0,406000.0,72167.0,4284800.0,Power Five
131,Tennessee,SEC,Tommy Thigpen,405000.0,400.0,405400.0,96000.0,3540700.0,Power Five
132,Oregon,Pac-12,Steve Greatwood,405000.0,,405000.0,233332.0,3695000.0,Power Five
133,Michigan,Big Ten,John Baxter,405000.0,,405000.0,58333.0,4248667.0,Power Five
134,Oregon,Pac-12,Ron Aiken,405000.0,,405000.0,233332.0,3695000.0,Power Five
135,Kansas State,Big 12,Charlie Dickey,400000.0,3325.0,403325.0,148000.0,3023325.0,Power Five
136,Rutgers,Big Ten,Joseph Rossi,400000.0,3000.0,403000.0,0.0,2609450.0,Power Five
137,Rutgers,Big Ten,Ben McDaniels,403000.0,0.0,403000.0,0.0,2609450.0,Power Five
138,South Carolina,SEC,Shawn Elliott,400000.0,2400.0,402400.0,35555.0,3995600.0,Power Five
139,South Carolina,SEC,Steve Spurrier Jr.,400000.0,2400.0,402400.0,35555.0,3995600.0,Power Five
140,Purdue,Big Ten,John Shoop,400000.0,,400000.0,330000.0,2245000.0,Power Five
141,Utah,Pac-12,Aaron Roderick,400000.0,,400000.0,33333.0,2650000.0,Power Five
142,Utah,Pac-12,John Pease,400000.0,,400000.0,33333.0,2650000.0,Power Five
143,Georgia,SEC,Bryan McClendon,400000.0,0.0,400000.0,195000.0,4807200.0,Power Five
144,Mississippi State,SEC,John Hevesy,400000.0,0.0,400000.0,0.0,3287500.0,Power Five
145,Utah,Pac-12,Jim Harding,400000.0,,400000.0,33333.0,2650000.0,Power Five
146,Mississippi State,SEC,Tony Hughes,400000.0,0.0,400000.0,33333.0,3287500.0,Power Five
147,Ohio State,Big Ten,Tony Alford,400000.0,,400000.0,153000.0,4021950.0,Power Five
148,Kansas,Big 12,Clint Bowen,400000.0,0.0,400000.0,50000.0,2279999.0,Power Five
149,Nebraska,Big Ten,Mike Cavanaugh,400000.0,,400000.0,160000.0,3450000.0,Power Five
150,Nebraska,Big Ten,Brian Stewart,400000.0,,400000.0,160000.0,3450000.0,Power Five
151,Georgia,SEC,Rob Sale,400000.0,,400000.0,210000.0,4807200.0,Power Five
152,Oklahoma State,Big 12,Mike Yurcich,400000.0,,400000.0,91667.0,2915476.0,Power Five
153,Kansas,Big 12,Kenny Perry,399999.0,,399999.0,50000.0,2279999.0,Power Five
154,Purdue,Big Ten,Greg Hudson,395000.0,,395000.0,325875.0,2245000.0,Power Five
155,Iowa State,Big 12,Wally Burnham,388219.0,4000.0,392219.0,32222.0,2177635.0,Power Five
156,Mississippi,SEC,Dan Werner,390000.0,0.0,390000.0,38911.0,3091000.0,Power Five
157,LSU,SEC,Jeff Grimes,372500.0,16067.0,388567.0,75000.0,5471236.0,Power Five
158,Oklahoma,Big 12,Bill Bedenbaugh,375000.0,7900.0,382900.0,67083.0,3768500.0,Power Five
159,Oregon,Pac-12,Tom Osborne,382584.0,,382584.0,250860.0,3695000.0,Power Five
160,South Carolina,SEC,Joe Robinson,375000.0,5400.0,380400.0,35555.0,3995600.0,Power Five
161,Tennessee,SEC,Willie Martinez,380000.0,0.0,380000.0,90000.0,3540700.0,Power Five
162,Oklahoma,Big 12,Cale Gundy,365000.0,13400.0,378400.0,75834.0,3768500.0,Power Five
163,Iowa State,Big 12,Mark Mangino,375000.0,3000.0,378000.0,31125.0,2177635.0,Power Five
164,Kansas State,Big 12,Sean Snyder,367500.0,9325.0,376825.0,137600.0,3023325.0,Power Five
165,Washington,Pac-12,Jimmy Lake,375000.0,1500.0,376500.0,70000.0,3278524.0,Power Five
166,Florida,SEC,Greg Nord,376500.0,,376500.0,146000.0,3728500.0,Power Five
167,West Virginia,Big 12,Joe DeForest,376000.0,0.0,376000.0,67500.0,2801000.0,Power Five
168,Mississippi State,SEC,Billy Gonzales,375000.0,0.0,375000.0,0.0,3287500.0,Power Five
169,Michigan,Big Ten,Greg Jackson,375000.0,,375000.0,50000.0,4248667.0,Power Five
170,Mississippi State,SEC,Greg Knox,375000.0,0.0,375000.0,0.0,3287500.0,Power Five
171,Auburn,SEC,J.B. Grimes,370000.0,3500.0,373500.0,166000.0,5341900.0,Power Five
172,Texas,Big 12,Jay Norvell,370000.0,,370000.0,180000.0,3906100.0,Power Five
173,Cincinnati,AAC,Eddie Gran,370000.0,,370000.0,37500.0,1950000.0,Others
174,Oregon,Pac-12,Matt Lubick,367416.0,,367416.0,220804.0,3695000.0,Power Five
175,Arizona State,Pac-12,Chris Ball,365000.0,1630.0,366630.0,113132.0,3169740.0,Power Five
176,Indiana,Big Ten,Brian Knorr,365140.0,,365140.0,62777.0,2317478.0,Power Five
177,Tennessee,SEC,Don Mahoney,365000.0,0.0,365000.0,86400.0,3540700.0,Power Five
178,Missouri,SEC,Craig Kuligowski,362500.0,0.0,362500.0,126250.0,3630000.0,Power Five
179,Missouri,SEC,Cornell Ford,360500.0,0.0,360500.0,125583.0,3630000.0,Power Five
180,Clemson,ACC,Danny Pearman,355000.0,5100.0,360100.0,95000.0,4329606.0,Power Five
181,Michigan,Big Ten,Tyrone Wheatley,360000.0,,360000.0,55833.0,4248667.0,Power Five
182,Clemson,ACC,Robbie Caldwell,355000.0,4000.0,359000.0,95000.0,4329606.0,Power Five
183,Texas A&M,SEC,Jeff Banks,358000.0,750.0,358750.0,103000.0,4419360.0,Power Five
184,Clemson,ACC,Dan Brooks,355000.0,2900.0,357900.0,95000.0,4329606.0,Power Five
185,Tennessee,SEC,Zach Azzanni,355000.0,300.0,355300.0,84000.0,3540700.0,Power Five
186,Tennessee,SEC,Robert Gillespie,355000.0,0.0,355000.0,84000.0,3540700.0,Power Five
187,Arkansas,SEC,Clay Jennings,350000.0,2000.0,352000.0,116667.0,3529550.0,Power Five
188,Missouri,SEC,Brian Jones,351500.0,0.0,351500.0,122584.0,3630000.0,Power Five
189,Florida,SEC,Tim Skipper,351500.0,,351500.0,136000.0,3728500.0,Power Five
190,Kentucky,SEC,Vince Marrow,350000.0,900.0,350900.0,58333.0,3007200.0,Power Five
191,Ohio State,Big Ten,Kerry Coombs,350000.0,450.0,350450.0,133875.0,4021950.0,Power Five
192,Texas,Big 12,Brian Jean-Mary,350000.0,0.0,350000.0,180000.0,3906100.0,Power Five
193,West Virginia,Big 12,Lonnie Galloway,350000.0,0.0,350000.0,67500.0,2801000.0,Power Five
194,Mississippi State,SEC,David Turner,350000.0,0.0,350000.0,0.0,3287500.0,Power Five
195,Texas,Big 12,Tommie Robinson,350000.0,0.0,350000.0,180000.0,3906100.0,Power Five
196,Georgia,SEC,John Lilly,350000.0,,350000.0,195000.0,4807200.0,Power Five
197,Georgia,SEC,Kevin Sherrer,350000.0,0.0,350000.0,195000.0,4807200.0,Power Five
198,Kansas,Big 12,Rob Likens,350000.0,,350000.0,50000.0,2279999.0,Power Five
199,South Florida,AAC,Tom Allen,350000.0,0.0,350000.0,0.0,1739700.0,Others
200,Oklahoma State,Big 12,Joe Bob Clements,347288.0,,347288.0,80125.0,2915476.0,Power Five
201,Washington,Pac-12,Jeff Choate,345000.0,1500.0,346500.0,70000.0,3278524.0,Power Five
202,Washington,Pac-12,Brent Pease,345000.0,1500.0,346500.0,70000.0,3278524.0,Power Five
203,Alabama,SEC,Burton Burns,345050.0,1000.0,346050.0,75711.0,5227090.0,Power Five
204,Virginia Tech,ACC,Bryan Stinespring,337080.0,5000.0,342080.0,45000.0,3257690.0,Power Five
205,Missouri,SEC,Pat Washington,342000.0,0.0,342000.0,119417.0,3630000.0,Power Five
206,Arizona State,Pac-12,Chris Thomsen,340000.0,1485.0,341485.0,108466.0,3169740.0,Power Five
207,Alabama,SEC,Billy Napier,340000.0,700.0,340700.0,74800.0,5227090.0,Power Five
208,Arizona,Pac-12,Rod Smith,330000.0,10500.0,340500.0,27500.0,3036400.0,Power Five
209,Oregon,Pac-12,John Neal,340000.0,,340000.0,211666.0,3695000.0,Power Five
210,Indiana,Big Ten,Kevin Johns,339130.0,,339130.0,62777.0,2317478.0,Power Five
211,Florida State,ACC,Bill Miller,338000.0,900.0,338900.0,61333.0,4284800.0,Power Five
212,Oklahoma,Big 12,Tim Kish,330000.0,7400.0,337400.0,67084.0,3768500.0,Power Five
213,Oklahoma,Big 12,Jay Boulware,330000.0,7400.0,337400.0,65625.0,3768500.0,Power Five
214,LSU,SEC,Corey Raymond,320000.0,16067.0,336067.0,70000.0,5471236.0,Power Five
215,Iowa,Big Ten,Jim Reid,335000.0,0.0,335000.0,0.0,3049072.0,Power Five
216,Boise State,Mt. West,Marcel Yates,333013.0,0.0,333013.0,23501.0,2129132.0,Others
217,Texas A&M,SEC,Terry Price,333000.0,0.0,333000.0,78000.0,4419360.0,Power Five
218,Central Florida,AAC,Chuck Bresnahan,330000.0,,330000.0,27500.0,2754694.0,Others
219,LSU,SEC,Steve Ensminger,310000.0,19734.0,329734.0,70000.0,5471236.0,Power Five
220,Auburn,SEC,Scott Fountain,325000.0,4100.0,329100.0,152500.0,5341900.0,Power Five
221,Auburn,SEC,Tim Horton,325000.0,3500.0,328500.0,152500.0,5341900.0,Power Five
222,Indiana,Big Ten,Greg Frey,326000.0,,326000.0,62777.0,2317478.0,Power Five
223,South Carolina,SEC,Kirk Botkin,320000.0,5400.0,325400.0,35555.0,3995600.0,Power Five
224,LSU,SEC,Tony Ball,325000.0,,325000.0,75000.0,5471236.0,Power Five
225,Utah,Pac-12,Dennis Erickson,325000.0,,325000.0,27083.0,2650000.0,Power Five
226,Nebraska,Big Ten,Reggie Davis,325000.0,,325000.0,130000.0,3450000.0,Power Five
227,Washington State,Pac-12,Joe Salave'a,325000.0,0.0,325000.0,40625.0,2323500.0,Power Five
228,Utah,Pac-12,Morgan Scalley,325000.0,,325000.0,27083.0,2650000.0,Power Five
229,Oklahoma State,Big 12,Tim Duffie,323188.0,,323188.0,70833.0,2915476.0,Power Five
230,South Carolina,SEC,Deke Adams,320000.0,2400.0,322400.0,35555.0,3995600.0,Power Five
231,South Carolina,SEC,G.A. Mangus,320000.0,2400.0,322400.0,35555.0,3995600.0,Power Five
232,Oklahoma State,Big 12,Greg Adkins,320000.0,,320000.0,41667.0,2915476.0,Power Five
233,Oregon,Pac-12,Gary Campbell,320000.0,,320000.0,205000.0,3695000.0,Power Five
234,UCLA,Pac-12,Angus McClure,320000.0,0.0,320000.0,100000.0,3969000.0,Power Five
235,Iowa,Big Ten,Brian Ferentz,317500.0,0.0,317500.0,0.0,3049072.0,Power Five
236,Iowa,Big Ten,Reese Morgan,317500.0,0.0,317500.0,0.0,3049072.0,Power Five
237,Clemson,ACC,Mike Reed,310000.0,5400.0,315400.0,95000.0,4329606.0,Power Five
238,Michigan State,Big Ten,Mark Staten,312001.0,2250.0,314251.0,107308.0,3195154.0,Power Five
239,Virginia Tech,ACC,Charley Wiles,308990.0,5000.0,313990.0,45000.0,3257690.0,Power Five
240,Indiana,Big Ten,William Inge,313120.0,,313120.0,62777.0,2317478.0,Power Five
241,Michigan State,Big Ten,Brad Salem,312001.0,650.0,312651.0,107308.0,3195154.0,Power Five
242,Mississippi State,SEC,Deshea Townsend,312500.0,0.0,312500.0,0.0,3287500.0,Power Five
243,Michigan,Big Ten,Michael Zordich,312000.0,,312000.0,47833.0,4248667.0,Power Five
244,Colorado,Pac-12,Gary Bernardi,311000.0,0.0,311000.0,59808.0,2748052.0,Power Five
245,Arkansas,SEC,Jemal Singleton,310000.0,0.0,310000.0,103333.0,3529550.0,Power Five
246,Mississippi,SEC,Jason Jones,310000.0,0.0,310000.0,37200.0,3091000.0,Power Five
247,Memphis,AAC,Galen Scott,306000.0,0.0,306000.0,25500.0,2114188.0,Others
248,Boise State,Mt. West,Eliah Drinkwitz,305020.0,0.0,305020.0,22001.0,2129132.0,Others
249,Oregon,Pac-12,Erik Chinander,305000.0,,305000.0,200000.0,3695000.0,Power Five
250,Iowa,Big Ten,Bobby Kennedy,305000.0,0.0,305000.0,0.0,3049072.0,Power Five
251,Western Kentucky,C-USA,Nick Holt,303000.0,2000.0,305000.0,50000.0,1054792.0,Others
252,Louisville,ACC,Chris Klenakis,300000.0,4800.0,304800.0,25000.0,3779800.0,Power Five
253,Michigan State,Big Ten,Ron Burton,302002.0,2000.0,304002.0,103847.0,3195154.0,Power Five
254,Louisville,ACC,Greg Brown,300000.0,3000.0,303000.0,25000.0,3779800.0,Power Five
255,Rutgers,Big Ten,Bob Fraser,300000.0,3000.0,303000.0,0.0,2609450.0,Power Five
256,Middle Tennessee,C-USA,Tyrone Nix,300000.0,3000.0,303000.0,37500.0,1166061.0,Others
257,Louisville,ACC,Tony Grantham,300000.0,3000.0,303000.0,25000.0,3779800.0,Power Five
258,Michigan State,Big Ten,Terrence Samuel,302002.0,900.0,302902.0,103847.0,3195154.0,Power Five
259,Arizona,Pac-12,Jim Michalczik,300000.0,2900.0,302900.0,25000.0,3036400.0,Power Five
260,San Diego State,Mt. West,Jeff Horton,300012.0,2000.0,302012.0,63152.0,1530932.0,Others
261,Michigan State,Big Ten,Mark Snyder,302002.0,0.0,302002.0,103847.0,3195154.0,Power Five
262,Florida,SEC,Kirk Callahan,301500.0,,301500.0,116000.0,3728500.0,Power Five
263,Army,Ind.,Brent Davis,301500.0,,301500.0,30000.0,2220450.0,Others
264,Houston,AAC,Craig Naviar,301000.0,,301000.0,51170.0,2113000.0,Others
265,Houston,AAC,Major Applewhite,301000.0,,301000.0,51170.0,2113000.0,Others
266,Texas,Big 12,Chris Vaughn,300000.0,600.0,300600.0,180000.0,3906100.0,Power Five
267,Colorado State,Mt. West,Tyson Summers,300000.0,,300000.0,55556.0,1961482.0,Others
268,Texas A&M,SEC,Terry Joseph,300000.0,0.0,300000.0,72000.0,4419360.0,Power Five
269,Oklahoma State,Big 12,Marcus Arroyo,300000.0,,300000.0,42167.0,2915476.0,Power Five
270,Rutgers,Big Ten,Phil Galiano,300000.0,0.0,300000.0,0.0,2609450.0,Power Five
271,Nebraska,Big Ten,Hank Hughes,300000.0,,300000.0,120000.0,3450000.0,Power Five
272,Mississippi State,SEC,Brian Johnson,300000.0,0.0,300000.0,0.0,3287500.0,Power Five
273,West Virginia,Big 12,Ron Crook,300000.0,0.0,300000.0,67500.0,2801000.0,Power Five
274,Cincinnati,AAC,Robert Prunty,300000.0,,300000.0,44167.0,1950000.0,Others
275,Oklahoma State,Big 12,Kasey Dunn,300000.0,,300000.0,71667.0,2915476.0,Power Five
276,West Virginia,Big 12,Ja'Juan Seider,300000.0,0.0,300000.0,67500.0,2801000.0,Power Five
277,Kansas State,Big 12,Mike Cox,295000.0,3325.0,298325.0,114400.0,3023325.0,Power Five
278,Memphis,AAC,James Shibest,295896.0,0.0,295896.0,22108.0,2114188.0,Others
279,Maryland,Big Ten,Keith Dudzinski,287440.0,7500.0,294940.0,70000.0,2783060.0,Power Five
280,Iowa,Big Ten,Chris White,294000.0,0.0,294000.0,0.0,3049072.0,Power Five
281,Connecticut,AAC,Anthony Poindexter,292000.0,,292000.0,44920.0,1943130.0,Others
282,Connecticut,AAC,Frank Verducci,292000.0,,292000.0,89847.0,1943130.0,Others
283,North Carolina State,ACC,Eddie Faulkner,288915.0,,288915.0,95000.0,2888625.0,Power Five
284,Maryland,Big Ten,Greg Studrawa,286940.0,,286940.0,70000.0,2783060.0,Power Five
285,Ohio State,Big Ten,Tim Hinton,286000.0,500.0,286500.0,109395.0,4021950.0,Power Five
286,Army,Ind.,Jay Bateman,285850.0,,285850.0,30000.0,2220450.0,Others
287,Arizona,Pac-12,Tony Dews,280000.0,3900.0,283900.0,23333.0,3036400.0,Power Five
288,Central Florida,AAC,Danny Barrett,283340.0,,283340.0,18820.0,2754694.0,Others
289,Virginia Tech,ACC,Stacy Searels,280900.0,,280900.0,45000.0,3257690.0,Power Five
290,Virginia Tech,ACC,Torrian Gray,275600.0,5000.0,280600.0,45000.0,3257690.0,Power Five
291,Arkansas,SEC,Michael Smith,275000.0,4000.0,279000.0,91667.0,3529550.0,Power Five
292,Rutgers,Big Ten,Norries Wilson,275000.0,3450.0,278450.0,0.0,2609450.0,Power Five
293,Florida,SEC,Kerry Dixon,276500.0,,276500.0,106000.0,3728500.0,Power Five
294,Kentucky,SEC,Chad Scott,275000.0,1100.0,276100.0,45833.0,3007200.0,Power Five
295,Kentucky,SEC,Derrick Ansley,275000.0,900.0,275900.0,45833.0,3007200.0,Power Five
296,Kentucky,SEC,Tommy Mainord,275000.0,900.0,275900.0,45833.0,3007200.0,Power Five
297,North Carolina State,ACC,Ryan Nielsen,275783.0,,275783.0,95000.0,2888625.0,Power Five
298,North Carolina State,ACC,Mike Uremovich,275783.0,,275783.0,95000.0,2888625.0,Power Five
299,South Carolina,SEC,Everette Sands,270000.0,5400.0,275400.0,35555.0,3995600.0,Power Five
300,Nebraska,Big Ten,Keith Williams,275000.0,,275000.0,110000.0,3450000.0,Power Five
301,Georgia,SEC,Thomas Brown,275000.0,,275000.0,165000.0,4807200.0,Power Five
302,Clemson,ACC,Brandon Streeter,275000.0,0.0,275000.0,95000.0,4329606.0,Power Five
303,Oklahoma,Big 12,Diron Reynolds,275000.0,,275000.0,64167.0,3768500.0,Power Five
304,Oklahoma,Big 12,Dennis Simmons,275000.0,,275000.0,64167.0,3768500.0,Power Five
305,West Virginia,Big 12,Brian Mitchell,275000.0,0.0,275000.0,67500.0,2801000.0,Power Five
306,Arkansas,SEC,Vernon Hargreaves,275000.0,0.0,275000.0,91667.0,3529550.0,Power Five
307,Georgia,SEC,Mike Ekeler,275000.0,0.0,275000.0,165000.0,4807200.0,Power Five
308,Boise State,Mt. West,Scott Huff,274005.0,0.0,274005.0,20500.0,2129132.0,Others
309,Maryland,Big Ten,Terry Richardson,272440.0,,272440.0,70000.0,2783060.0,Power Five
310,Maryland,Big Ten,Keenan McCardell,272440.0,,272440.0,60000.0,2783060.0,Power Five
311,North Carolina,ACC,Charlton Warren,270000.0,,270000.0,22500.0,2082035.0,Power Five
312,Cincinnati,AAC,Darin Hinshaw,270000.0,,270000.0,45000.0,1950000.0,Others
313,Minnesota,Big Ten,Jay Sawvel,269000.0,,269000.0,77250.0,2932000.0,Power Five
314,Minnesota,Big Ten,Jim Zebrowski,269000.0,,269000.0,77250.0,2932000.0,Power Five
315,Arizona,Pac-12,Bill Kirelawich,265000.0,3900.0,268900.0,22083.0,3036400.0,Power Five
316,Arizona,Pac-12,David Lockwood,265000.0,3900.0,268900.0,22083.0,3036400.0,Power Five
