rank,school,conf,asscoach,schoolpay,otherpay,totalpay,maxbonus,stafftotal,category
317,Arizona State,Pac-12,Jackie Shipp,265000.0,1585.0,266585.0,94466.0,3169740.0,Power Five
318,North Carolina State,ACC,Des Kitchings,265474.0,,265474.0,162500.0,2888625.0,Power Five
319,Wisconsin,Big Ten,Ted Gilmore,265000.0,,265000.0,103350.0,2632200.0,Power Five
320,Colorado,Pac-12,Troy Walters,265000.0,0.0,265000.0,50962.0,2748052.0,Power Five
321,Texas Tech,Big 12,Eric Morris,260000.0,3900.0,263900.0,65000.0,2336600.0,Power Five
322,Rutgers,Big Ten,Darrell Wilson,260000.0,3000.0,263000.0,0.0,2609450.0,Power Five
323,Kansas State,Big 12,Mo Latimore,257500.0,4225.0,261725.0,102400.0,3023325.0,Power Five
324,Oregon State,Pac-12,T.J. Woods,260004.0,,260004.0,87777.0,2640300.0,Power Five
325,Colorado,Pac-12,Klayton Adams,260000.0,0.0,260000.0,50000.0,2748052.0,Power Five
326,Mississippi,SEC,Derrick Nix,260000.0,0.0,260000.0,31200.0,3091000.0,Power Five
327,Virginia,ACC,Chris Beatty,260000.0,,260000.0,55833.0,2514268.0,Power Five
328,Virginia,ACC,Dave Borbely,260000.0,,260000.0,55833.0,2514268.0,Power Five
329,Texas,Big 12,Jeff Traylor,260000.0,,260000.0,180000.0,3906100.0,Power Five
330,Texas A&M,SEC,Mark Hagen,258000.0,0.0,258000.0,60000.0,4419360.0,Power Five
331,Virginia Tech,ACC,Shane Beamer,252810.0,5000.0,257810.0,56000.0,3257690.0,Power Five
332,Virginia Tech,ACC,Cornell Brown,252810.0,5000.0,257810.0,45000.0,3257690.0,Power Five
333,Colorado,Pac-12,Jim Jeffcoat,257550.0,0.0,257550.0,49529.0,2748052.0,Power Five
334,Colorado,Pac-12,Toby Neinas,257550.0,0.0,257550.0,49529.0,2748052.0,Power Five
335,Missouri,SEC,A.J. Ricker,256000.0,0.0,256000.0,90750.0,3630000.0,Power Five
336,Boise State,Mt. West,Kent Riddle,254016.0,0.0,254016.0,20251.0,2129132.0,Others
337,Rutgers,Big Ten,Jim Panagos,250000.0,3000.0,253000.0,0.0,2609450.0,Power Five
338,California,Pac-12,Brandon Jones,250000.0,3000.0,253000.0,50000.0,2506600.0,Power Five
339,Washington,Pac-12,Keith Bhonapha,250008.0,1500.0,251508.0,70000.0,3278524.0,Power Five
340,Kentucky,SEC,Jimmy Brumbaugh,250000.0,1100.0,251100.0,41666.0,3007200.0,Power Five
341,North Carolina,ACC,Gunter Brewer,251000.0,,251000.0,20917.0,2082035.0,Power Five
342,Minnesota,Big Ten,Brian Anderson,251000.0,,251000.0,72750.0,2932000.0,Power Five
343,North Carolina,ACC,Chris Kapilovic,251000.0,,251000.0,20917.0,2082035.0,Power Five
344,North Carolina,ACC,Seth Littrell,251000.0,,251000.0,20917.0,2082035.0,Power Five
345,Minnesota,Big Ten,Jeff Phelps,251000.0,,251000.0,72750.0,2932000.0,Power Five
346,Minnesota,Big Ten,Pat Poore,251000.0,,251000.0,72750.0,2932000.0,Power Five
347,Minnesota,Big Ten,Rob Reeves,251000.0,,251000.0,72750.0,2932000.0,Power Five
348,Kentucky,SEC,John Schlarman,250000.0,900.0,250900.0,41666.0,3007200.0,Power Five
349,Oregon State,Pac-12,Ilaisa Tuiaki,250008.0,,250008.0,86111.0,2640300.0,Power Five
350,Oregon State,Pac-12,Chad Kauha'aha'a,250008.0,,250008.0,86111.0,2640300.0,Power Five
351,Troy,Sun Belt,Vic Koenning,250000.0,,250000.0,31250.0,1198233.0,Others
352,Purdue,Big Ten,Taver Johnson,250000.0,,250000.0,206250.0,2245000.0,Power Five
353,North Carolina,ACC,John Papuchis,250000.0,,250000.0,20833.0,2082035.0,Power Five
354,Kansas,Big 12,Reggie Mitchell,250000.0,0.0,250000.0,0.0,2279999.0,Power Five
355,West Virginia,Big 12,Bruce Tall,250000.0,,250000.0,67500.0,2801000.0,Power Five
356,North Carolina State,ACC,George Barlow,250000.0,,250000.0,95000.0,2888625.0,Power Five
357,South Florida,AAC,Danny Hope,250000.0,0.0,250000.0,0.0,1739700.0,Others
358,North Carolina,ACC,Gene Chizik,250000.0,,250000.0,0.0,2082035.0,Power Five
359,Cincinnati,AAC,Steven Clinkscale,250000.0,,250000.0,41667.0,1950000.0,Others
360,Texas,Big 12,Brick Haley,250000.0,,250000.0,180000.0,3906100.0,Power Five
361,Mississippi,SEC,Maurice Harris,250000.0,0.0,250000.0,30000.0,3091000.0,Power Five
362,Connecticut,AAC,Mike Cummings,250000.0,,250000.0,38456.0,1943130.0,Others
363,Nebraska,Big Ten,Trent Bray,250000.0,,250000.0,100100.0,3450000.0,Power Five
364,North Carolina State,ACC,George McDonald,250000.0,,250000.0,0.0,2888625.0,Power Five
365,Mississippi,SEC,Chris Kiffin,250000.0,0.0,250000.0,30000.0,3091000.0,Power Five
366,Wisconsin,Big Ten,Chris Haering,250000.0,,250000.0,97500.0,2632200.0,Power Five
367,Wisconsin,Big Ten,Tim Tibesar,250000.0,,250000.0,97500.0,2632200.0,Power Five
368,Utah,Pac-12,Sharrieff Shah,250000.0,,250000.0,20833.0,2650000.0,Power Five
369,Iowa,Big Ten,LeVar Woods,250000.0,0.0,250000.0,0.0,3049072.0,Power Five
370,Purdue,Big Ten,Terry Malone,250000.0,,250000.0,198750.0,2245000.0,Power Five
371,Texas A&M,SEC,Aaron Moorehead,250000.0,,250000.0,40000.0,4419360.0,Power Five
372,Memphis,AAC,Darrell Dickey,249378.0,0.0,249378.0,20781.0,2114188.0,Others
373,Connecticut,AAC,Don Patterson,247755.0,,247755.0,38112.0,1943130.0,Others
374,Connecticut,AAC,Vincent Brown,247755.0,,247755.0,38112.0,1943130.0,Others
375,Tennessee,SEC,Mark Elder,245000.0,0.0,245000.0,57600.0,3540700.0,Power Five
376,Georgia Tech,ACC,Mike Sewak,242381.0,1800.0,244181.0,20198.0,2504665.0,Power Five
377,Texas Tech,Big 12,Trey Haverty,240000.0,3900.0,243900.0,58750.0,2336600.0,Power Five
378,Texas Tech,Big 12,Mike Smith,240000.0,3500.0,243500.0,60000.0,2336600.0,Power Five
379,Washington State,Pac-12,David Yost,241500.0,1500.0,243000.0,30188.0,2323500.0,Power Five
380,Arkansas,SEC,Barry Lunney Jr.,240000.0,2000.0,242000.0,80000.0,3529550.0,Power Five
381,Arkansas,SEC,Rory Segrest,240000.0,2000.0,242000.0,80000.0,3529550.0,Power Five
382,North Carolina State,ACC,Clayton White,240720.0,,240720.0,95000.0,2888625.0,Power Five
383,Central Florida,AAC,Allen Mogridge,240568.0,,240568.0,20047.0,2754694.0,Others
384,Central Florida,AAC,Lorenzo Constantini,240218.0,,240218.0,20018.0,2754694.0,Others
385,Missouri,SEC,Ryan Walters,240000.0,0.0,240000.0,85417.0,3630000.0,Power Five
386,North Carolina,ACC,Larry Porter,240000.0,,240000.0,20000.0,2082035.0,Power Five
387,Mississippi,SEC,Corey Batoon,240000.0,0.0,240000.0,28800.0,3091000.0,Power Five
388,South Florida,AAC,Raymond Woodie,235000.0,3700.0,238700.0,0.0,1739700.0,Others
389,Georgia Tech,ACC,Andy McCollum,237466.0,600.0,238066.0,19789.0,2504665.0,Power Five
390,Washington State,Pac-12,Clay McGuire,236500.0,1500.0,238000.0,29563.0,2323500.0,Power Five
391,Fresno State,Mt. West,Dave Schramm,237964.0,0.0,237964.0,0.0,1391242.0,Others
392,Washington State,Pac-12,Roy Manning,236500.0,0.0,236500.0,29562.0,2323500.0,Power Five
393,Army,Ind.,Jovan Dewitt,235350.0,,235350.0,30000.0,2220450.0,Others
394,Air Force,Mt. West,Steve Russ,235000.0,0.0,235000.0,70500.0,1518000.0,Others
395,Georgia Tech,ACC,Al Preston,233686.0,1000.0,234686.0,19474.0,2504665.0,Power Five
396,Boise State,Mt. West,Steve Caldwell,234007.0,0.0,234007.0,18500.0,2129132.0,Others
397,Maryland,Big Ten,Lyndon Johnson,225740.0,7200.0,232940.0,70000.0,2783060.0,Power Five
398,Utah State,Mt. West,Josh Heupel,232420.0,300.0,232720.0,19368.0,1162973.0,Others
399,Georgia Tech,ACC,Mike Pelton,232066.0,0.0,232066.0,19339.0,2504665.0,Power Five
400,Michigan,Big Ten,Jedd Fisch,230000.0,,230000.0,16667.0,4248667.0,Power Five
401,Central Florida,AAC,Sean Beckton,230000.0,,230000.0,19167.0,2754694.0,Others
402,Boise State,Mt. West,Andy Avalos,229515.0,20.0,229535.0,18251.0,2129132.0,Others
403,Virginia,ACC,Mike Archer,225000.0,3768.0,228768.0,113750.0,2514268.0,Power Five
404,Fresno State,Mt. West,Nick Toth,227788.0,0.0,227788.0,0.0,1391242.0,Others
405,East Carolina,AAC,David Nichol,225000.0,2500.0,227500.0,0.0,1704800.0,Others
406,South Alabama,Sun Belt,Bryant Vincent,226639.0,,226639.0,27773.0,1135459.0,Others
407,Iowa State,Big 12,Todd Sturdy,222200.0,4350.0,226550.0,18443.0,2177635.0,Power Five
408,Washington State,Pac-12,Jim Mastro,226500.0,0.0,226500.0,28313.0,2323500.0,Power Five
409,Washington State,Pac-12,Ken Wilson,226500.0,0.0,226500.0,28313.0,2323500.0,Power Five
410,Utah,Pac-12,Taylor Stubblefield,225000.0,,225000.0,18750.0,2650000.0,Power Five
411,Purdue,Big Ten,Jim Bridge,225000.0,,225000.0,185625.0,2245000.0,Power Five
412,Virginia,ACC,Larry Lewis,220000.0,4250.0,224250.0,55833.0,2514268.0,Power Five
413,Virginia,ACC,Chip West,220000.0,4250.0,224250.0,49583.0,2514268.0,Power Five
414,Kansas,Big 12,Zach Yenser,222000.0,,222000.0,0.0,2279999.0,Power Five
415,New Mexico,Mt. West,Robert Debesse,221250.0,385.0,221635.0,0.0,1363070.0,Others
416,California,Pac-12,Mark Tommerdahl,219000.0,2600.0,221600.0,50000.0,2506600.0,Power Five
417,Memphis,AAC,Brad Cornelsen,221340.0,0.0,221340.0,18083.0,2114188.0,Others
418,Indiana,Big Ten,Deland McCullough,221000.0,,221000.0,62777.0,2317478.0,Power Five
419,Ohio State,Big Ten,Zach Smith,220000.0,0.0,220000.0,84150.0,4021950.0,Power Five
420,Wisconsin,Big Ten,John Settle,220000.0,,220000.0,85800.0,2632200.0,Power Five
421,Texas Tech,Big 12,Lee Hays,215000.0,3900.0,218900.0,52500.0,2336600.0,Power Five
422,Texas Tech,Big 12,Mike Jinks,215000.0,3900.0,218900.0,53750.0,2336600.0,Power Five
423,Marshall,C-USA,Chuck Heater,215000.0,3564.0,218564.0,35833.0,1141476.0,Others
424,Arizona State,Pac-12,DelVaughn Alexander,215000.0,3285.0,218285.0,85133.0,3169740.0,Power Five
425,Iowa State,Big 12,Shane Burnham,212266.0,4000.0,216266.0,17618.0,2177635.0,Power Five
426,California,Pac-12,John Lovett,216000.0,,216000.0,50000.0,2506600.0,Power Five
427,Wisconsin,Big Ten,Inoke Breckterfield,215000.0,,215000.0,83850.0,2632200.0,Power Five
428,Wisconsin,Big Ten,Daronte' Jones,215000.0,,215000.0,83850.0,2632200.0,Power Five
429,Texas Tech,Big 12,Kevin Curtis,210000.0,3900.0,213900.0,52500.0,2336600.0,Power Five
430,Memphis,AAC,Holmon Wiggins,212237.0,0.0,212237.0,17686.0,2114188.0,Others
431,Memphis,AAC,Vance Vice,212237.0,0.0,212237.0,17686.0,2114188.0,Others
432,Nevada-Las Vegas,Mt. West,Kent Baer,212100.0,,212100.0,17675.0,1415799.0,Others
433,Nevada-Las Vegas,Mt. West,Barney Cotton,212100.0,,212100.0,17675.0,1415799.0,Others
434,Air Force,Mt. West,Clay Hendrix,212000.0,0.0,212000.0,63600.0,1518000.0,Others
435,Washington State,Pac-12,Graham Harrell,211500.0,0.0,211500.0,26438.0,2323500.0,Power Five
436,Iowa State,Big 12,Stan Eggen,207050.0,4000.0,211050.0,17185.0,2177635.0,Power Five
437,Buffalo,MAC,Rob Ianello,210000.0,,210000.0,0.0,928540.0,Others
438,Western Michigan,MAC,Kirk Ciarrocca,210000.0,0.0,210000.0,7500.0,1037500.0,Others
439,Western Michigan,MAC,Ed Pinkham,210000.0,0.0,210000.0,7500.0,1037500.0,Others
440,Louisiana-Lafayette,Sun Belt,Jay Johnson,210000.0,0.0,210000.0,0.0,1040000.0,Others
441,Memphis,AAC,Ricky Hunley,209100.0,0.0,209100.0,17425.0,2114188.0,Others
442,Georgia Tech,ACC,Joe Speed,207226.0,800.0,208026.0,17269.0,2504665.0,Power Five
443,Minnesota,Big Ten,Mike Sherels,208000.0,,208000.0,62000.0,2932000.0,Power Five
444,Arkansas State,Sun Belt,Walter Bell,205000.0,2000.0,207000.0,17083.0,1183000.0,Others
445,Illinois,Big Ten,Alex Golesh,206000.0,725.0,206725.0,41200.0,2011208.0,Power Five
446,Illinois,Big Ten,Mike Ward,206000.0,500.0,206500.0,41200.0,2011208.0,Power Five
447,Illinois,Big Ten,Tom Brattan,206000.0,0.0,206000.0,41200.0,2011208.0,Power Five
448,Iowa State,Big 12,Brandon Blaney,202000.0,4000.0,206000.0,16766.0,2177635.0,Power Five
449,Georgia Tech,ACC,Bryan Cook,203345.0,1700.0,205045.0,16945.0,2504665.0,Power Five
450,Houston,AAC,Derek Warehime,205000.0,,205000.0,34850.0,2113000.0,Others
451,Georgia Tech,ACC,Lamar Owens,203345.0,900.0,204245.0,16945.0,2504665.0,Power Five
452,Memphis,AAC,Brent Guy,204000.0,0.0,204000.0,17000.0,2114188.0,Others
453,Memphis,AAC,Troy Reffett,204000.0,0.0,204000.0,17000.0,2114188.0,Others
454,Utah State,Mt. West,Kevin Clune,202120.0,1800.0,203920.0,16843.0,1162973.0,Others
455,Wyoming,Mt. West,Steve Stanard,200000.0,3375.0,203375.0,16667.0,1224315.0,Others
456,Kansas State,Big 12,Andre Coleman,200000.0,3325.0,203325.0,84000.0,3023325.0,Power Five
457,Wyoming,Mt. West,Brent Vigen,200000.0,3275.0,203275.0,16667.0,1224315.0,Others
458,Texas-El Paso,C-USA,Scott Stoker,203135.0,0.0,203135.0,77379.0,1191241.0,Others
459,Texas-El Paso,C-USA,Patrick Higgins,203135.0,0.0,203135.0,77378.0,1191241.0,Others
460,Rutgers,Big Ten,Anthony Campanile,200000.0,3000.0,203000.0,0.0,2609450.0,Power Five
461,Louisville,ACC,Lamar Thomas,200000.0,3000.0,203000.0,16667.0,3779800.0,Power Five
462,Rutgers,Big Ten,Mitch Browning,200000.0,3000.0,203000.0,0.0,2609450.0,Power Five
463,Louisville,ACC,Terrell Buckley,200000.0,3000.0,203000.0,16667.0,3779800.0,Power Five
464,Marshall,C-USA,Bill Legg,200000.0,2206.0,202206.0,33333.0,1141476.0,Others
465,California,Pac-12,Garret Chachere,199000.0,3000.0,202000.0,50000.0,2506600.0,Power Five
466,Arkansas State,Sun Belt,Glen Elarbee,200000.0,2000.0,202000.0,16667.0,1183000.0,Others
467,Florida,SEC,Mike Summers,201500.0,,201500.0,76000.0,3728500.0,Power Five
468,Houston,AAC,Oscar Giles,201000.0,,201000.0,34170.0,2113000.0,Others
469,Louisiana Tech,C-USA,Tony Petersen,200000.0,1000.0,201000.0,0.0,1066503.0,Others
470,Army,Ind.,Mitch Ware,201000.0,,201000.0,30000.0,2220450.0,Others
471,Massachusetts,MAC,Tom Masella,200532.0,0.0,200532.0,27917.0,832930.0,Others
472,San Jose State,Mt. West,Jimmie Dougherty,200004.0,500.0,200504.0,3000.0,1073832.0,Others
473,Arizona State,Pac-12,Chip Long,200000.0,85.0,200085.0,82332.0,3169740.0,Power Five
474,Mississippi,SEC,Grant Heard,200000.0,0.0,200000.0,26640.0,3091000.0,Power Five
475,Purdue,Big Ten,Marcus Freeman,200000.0,,200000.0,165000.0,2245000.0,Power Five
476,Iowa,Big Ten,Seth Wallace,200000.0,0.0,200000.0,0.0,3049072.0,Power Five
477,Arizona State,Pac-12,Shawn Slocum,200000.0,0.0,200000.0,82332.0,3169740.0,Power Five
478,Michigan,Big Ten,Jay Harbaugh,200000.0,,200000.0,29167.0,4248667.0,Power Five
479,Colorado State,Mt. West,Ronnie Letson,200000.0,,200000.0,38889.0,1961482.0,Others
480,Colorado State,Mt. West,Martin English,200000.0,,200000.0,43889.0,1961482.0,Others
481,Southern Mississippi,C-USA,David Duggan,200000.0,0.0,200000.0,16667.0,1055000.0,Others
482,Oklahoma State,Big 12,Dan Hammerschmidt,200000.0,,200000.0,42167.0,2915476.0,Power Five
483,Purdue,Big Ten,Rubin Carter,200000.0,,200000.0,165000.0,2245000.0,Power Five
484,Kentucky,SEC,Andy Buh,200000.0,,200000.0,33333.0,3007200.0,Power Five
485,Texas Tech,Big 12,Zac Spavital,200000.0,,200000.0,50000.0,2336600.0,Power Five
486,Colorado,Pac-12,Joe Tumpkin,200000.0,0.0,200000.0,38462.0,2748052.0,Power Five
487,Mississippi State,SEC,Scott Sallach,200000.0,0.0,200000.0,0.0,3287500.0,Power Five
488,Akron,MAC,Chuck Amato,199920.0,0.0,199920.0,38876.0,934220.0,Others
489,Arizona,Pac-12,Charlie Ragle,195000.0,3900.0,198900.0,16250.0,3036400.0,Power Five
490,Indiana,Big Ten,Noah Joseph,198676.0,,198676.0,62777.0,2317478.0,Power Five
491,Indiana,Big Ten,James Patton,198676.0,,198676.0,62777.0,2317478.0,Power Five
492,Air Force,Mt. West,Mike Thiessen,197000.0,0.0,197000.0,59100.0,1518000.0,Others
493,Connecticut,AAC,Wayne Lineburg,196755.0,,196755.0,30264.0,1943130.0,Others
494,Connecticut,AAC,Kevin Wolthausen,196755.0,,196755.0,30264.0,1943130.0,Others
495,Iowa State,Big 12,Louis Ayeni,191900.0,4250.0,196150.0,15928.0,2177635.0,Power Five
496,Iowa State,Big 12,Maurice Linguist,191900.0,4000.0,195900.0,15928.0,2177635.0,Power Five
497,California,Pac-12,Fred Tate,189000.0,3000.0,192000.0,50000.0,2506600.0,Power Five
498,California,Pac-12,Greg Burns,189000.0,3000.0,192000.0,50000.0,2506600.0,Power Five
499,Washington,Pac-12,Jordan Paopao,190000.0,1500.0,191500.0,70000.0,3278524.0,Power Five
500,Washington State,Pac-12,Eric Mele,191500.0,0.0,191500.0,23938.0,2323500.0,Power Five
501,Arizona,Pac-12,Matt Caponi,185000.0,6400.0,191400.0,15416.0,3036400.0,Power Five
502,North Texas,C-USA,Mike Canales,190000.0,1100.0,191100.0,15833.0,1158150.0,Others
503,Old Dominion,C-USA,Brian Scott,187272.0,3500.0,190772.0,0.0,1062738.0,Others
504,Boise State,Mt. West,Junior Adams,190016.0,0.0,190016.0,16251.0,2129132.0,Others
505,East Carolina,AAC,Brad Davis,190000.0,0.0,190000.0,0.0,1704800.0,Others
506,South Florida,AAC,Ron Dugans,190000.0,0.0,190000.0,0.0,1739700.0,Others
507,Troy,Sun Belt,Jon Sumrall,190000.0,,190000.0,23750.0,1198233.0,Others
508,Georgia Tech,ACC,Ray Rychleski,188350.0,0.0,188350.0,15629.0,2504665.0,Power Five
509,Kansas State,Big 12,Blake Seiler,185000.0,3325.0,188325.0,79200.0,3023325.0,Power Five
510,East Carolina,AAC,Kirk Doll,186000.0,1500.0,187500.0,0.0,1704800.0,Others
511,Air Force,Mt. West,Ron Vanderlinden,187000.0,0.0,187000.0,56100.0,1518000.0,Others
512,New Mexico,Mt. West,Kevin Cosgrove,186500.0,385.0,186885.0,0.0,1363070.0,Others
513,Virginia Tech,ACC,Zohn Burden,185500.0,,185500.0,45000.0,3257690.0,Power Five
514,Illinois,Big Ten,Al Seamonson,185400.0,0.0,185400.0,37080.0,2011208.0,Power Five
515,Oregon State,Pac-12,Kevin McGiven,185004.0,,185004.0,75277.0,2640300.0,Power Five
516,Colorado State,Mt. West,Ricky Logo,185000.0,,185000.0,36389.0,1961482.0,Others
517,North Texas,C-USA,Chris Cosh,185000.0,,185000.0,15417.0,1158150.0,Others
518,Texas Tech,Big 12,Darrin Chiaverini,180000.0,3600.0,183600.0,45000.0,2336600.0,Power Five
519,Indiana,Big Ten,Larry McDaniel,183070.0,,183070.0,62777.0,2317478.0,Power Five
520,Middle Tennessee,C-USA,Buster Faulkner,180000.0,3000.0,183000.0,22500.0,1166061.0,Others
521,Texas-El Paso,C-USA,Spencer Leftwich,182225.0,0.0,182225.0,70408.0,1191241.0,Others
522,Arkansas State,Sun Belt,Joe Cauthen,180000.0,2000.0,182000.0,15000.0,1183000.0,Others
523,Boise State,Mt. West,Julius Brown,180012.0,1000.0,181012.0,15751.0,2129132.0,Others
524,Colorado,Pac-12,Charles Clark,180285.0,0.0,180285.0,34670.0,2748052.0,Power Five
525,Oregon State,Pac-12,Brent Brennan,180264.0,,180264.0,74487.0,2640300.0,Power Five
526,San Diego State,Mt. West,Tony White,177228.0,3000.0,180228.0,52396.0,1530932.0,Others
527,Illinois,Big Ten,Mike Bellamy,180000.0,0.0,180000.0,36000.0,2011208.0,Power Five
528,Cincinnati,AAC,Darren Hiller,180000.0,,180000.0,24701.0,1950000.0,Others
529,Oregon State,Pac-12,Derrick Odum,180000.0,,180000.0,74443.0,2640300.0,Power Five
530,Charlotte,C-USA,Matt Wallerstedt,180000.0,,180000.0,0.0,647025.0,Others
531,Virginia,ACC,Marques Hagans,175000.0,4250.0,179250.0,41250.0,2514268.0,Power Five
532,Virginia,ACC,Jappy Oliver,175000.0,4250.0,179250.0,82917.0,2514268.0,Power Five
533,San Diego State,Mt. West,Daniel Gonzales,177228.0,2000.0,179228.0,52396.0,1530932.0,Others
534,East Carolina,AAC,John Wiley,176800.0,1000.0,177800.0,0.0,1704800.0,Others
535,Maryland,Big Ten,Darrell Perkins,177440.0,,177440.0,70000.0,2783060.0,Power Five
536,Maryland,Big Ten,John Dunn,169890.0,7200.0,177090.0,70000.0,2783060.0,Power Five
537,Nevada-Las Vegas,Mt. West,Andy LaRussa,176750.0,,176750.0,14729.0,1415799.0,Others
538,Nevada-Las Vegas,Mt. West,John Garrison,176750.0,,176750.0,14729.0,1415799.0,Others
539,Houston,AAC,Jason Washington,176000.0,,176000.0,29920.0,2113000.0,Others
540,San Jose State,Mt. West,Greg Robinson,175104.0,500.0,175604.0,3000.0,1073832.0,Others
541,Toledo,MAC,Jon Heacock,175440.0,,175440.0,1500.0,886297.0,Others
542,Purdue,Big Ten,Gerad Parker,175000.0,,175000.0,144375.0,2245000.0,Power Five
543,Utah,Pac-12,Lewis Powell,175000.0,,175000.0,14583.0,2650000.0,Power Five
544,Appalachian State,Sun Belt,Nate Woody,175000.0,,175000.0,25000.0,936500.0,Others
545,Nevada,Mt. West,Scott Boone,175000.0,0.0,175000.0,7292.0,1249500.0,Others
546,Oklahoma State,Big 12,James McEndoo,175000.0,,175000.0,42167.0,2915476.0,Power Five
547,North Carolina,ACC,Tray Scott,175000.0,,175000.0,14583.0,2082035.0,Power Five
548,Cincinnati,AAC,Kenny Ingram,175000.0,,175000.0,29167.0,1950000.0,Others
549,Nevada,Mt. West,Nick Rolovich,175000.0,0.0,175000.0,7292.0,1249500.0,Others
550,Wyoming,Mt. West,Curt Mallory,165000.0,9000.0,174000.0,13750.0,1224315.0,Others
551,Indiana,Big Ten,Brandon Shelby,172666.0,,172666.0,62777.0,2317478.0,Power Five
552,South Alabama,Sun Belt,Travis Pearson,165147.0,6400.0,171547.0,19893.0,1135459.0,Others
553,Colorado State,Mt. West,Jeff Hammerschmidt,171482.0,,171482.0,34136.0,1961482.0,Others
554,Oregon State,Pac-12,Telly Lockette,170004.0,,170004.0,72777.0,2640300.0,Power Five
555,South Florida,AAC,Alonzo Hampton,170000.0,0.0,170000.0,0.0,1739700.0,Others
556,Troy,Sun Belt,Matt Moore,170000.0,,170000.0,21250.0,1198233.0,Others
557,Maryland,Big Ten,Chad Wilt,169890.0,,169890.0,60000.0,2783060.0,Power Five
558,Utah State,Mt. West,Mark Weber,168482.0,900.0,169382.0,14040.0,1162973.0,Others
559,South Florida,AAC,Eric Mathies,165000.0,2500.0,167500.0,0.0,1739700.0,Others
560,Air Force,Mt. West,Tim Cross,167000.0,0.0,167000.0,50100.0,1518000.0,Others
561,Florida International,C-USA,Matt House,167000.0,0.0,167000.0,12500.0,1077200.0,Others
562,California,Pac-12,Jacob Peeler,164000.0,3000.0,167000.0,50000.0,2506600.0,Power Five
563,Georgia Southern,Sun Belt,Doug Ruse,165000.0,1500.0,166500.0,14500.0,930450.0,Others
564,Kansas,Big 12,Klint Kubiak,166000.0,,166000.0,0.0,2279999.0,Power Five
565,Kansas,Big 12,Calvin Thibodeaux,166000.0,,166000.0,0.0,2279999.0,Power Five
566,Kansas,Big 12,Kevin Kane,166000.0,,166000.0,0.0,2279999.0,Power Five
567,San Diego State,Mt. West,Bobby Hauck,162228.0,2000.0,164228.0,0.0,1530932.0,Others
568,San Diego State,Mt. West,Osia Lewis,162228.0,2000.0,164228.0,48046.0,1530932.0,Others
569,Wyoming,Mt. West,Scott Fuchs,160008.0,3200.0,163208.0,13334.0,1224315.0,Others
570,Northern Illinois,MAC,Jay Niemann,163002.0,0.0,163002.0,36167.0,885020.0,Others
571,Air Force,Mt. West,Ben Miller,162000.0,0.0,162000.0,48600.0,1518000.0,Others
572,New Mexico,Mt. West,Charles McMillian,161885.0,0.0,161885.0,0.0,1363070.0,Others
573,Houston,AAC,Corby Meekins,161000.0,,161000.0,27370.0,2113000.0,Others
574,Kansas,Big 12,Gary Hyman,160000.0,,160000.0,0.0,2279999.0,Power Five
575,Florida Atlantic,C-USA,Brian Wright,155500.0,4500.0,160000.0,0.0,846050.0,Others
576,New Mexico,Mt. West,Al Simmons,160000.0,,160000.0,0.0,1363070.0,Others
577,Old Dominion,C-USA,Rich Nagy,156060.0,2970.0,159030.0,0.0,1062738.0,Others
578,East Carolina,AAC,Donnie Kirkpatrick,156000.0,1500.0,157500.0,0.0,1704800.0,Others
579,Georgia State,Sun Belt,Jeff Jagodzinski,156000.0,1000.0,157000.0,0.0,950700.0,Others
580,Florida International,C-USA,Steve Shankweiler,156000.0,800.0,156800.0,12500.0,1077200.0,Others
581,North Texas,C-USA,Nick Quartaro,155000.0,1000.0,156000.0,12917.0,1158150.0,Others
582,Iowa State,Big 12,Tommy Mangino,151500.0,4000.0,155500.0,12575.0,2177635.0,Power Five
583,Arizona State,Pac-12,Josh Martin,155000.0,0.0,155000.0,73934.0,3169740.0,Power Five
584,Colorado State,Mt. West,Alvis Whitted,155000.0,,155000.0,31389.0,1961482.0,Others
585,South Florida,AAC,David Reaves,150000.0,3500.0,153500.0,0.0,1739700.0,Others
586,Louisville,ACC,L.D. Scott,150000.0,3000.0,153000.0,12500.0,3779800.0,Power Five
587,Louisville,ACC,Kolby Smith,150000.0,3000.0,153000.0,12500.0,3779800.0,Power Five
588,Fresno State,Mt. West,Phil Earley,152788.0,0.0,152788.0,0.0,1391242.0,Others
589,Fresno State,Mt. West,Cameron Norcross,152788.0,0.0,152788.0,0.0,1391242.0,Others
590,Fresno State,Mt. West,Pete Germano,152788.0,0.0,152788.0,0.0,1391242.0,Others
591,Western Kentucky,C-USA,Tyson Helton,150000.0,2000.0,152000.0,0.0,1054792.0,Others
592,San Diego State,Mt. West,Hunkie Cooper,150000.0,2000.0,152000.0,0.0,1530932.0,Others
593,Marshall,C-USA,Alex Mirabal,150000.0,1450.0,151450.0,25000.0,1141476.0,Others
594,Ball State,MAC,Kevin Kelly,150000.0,1350.0,151350.0,0.0,910300.0,Others
595,Army,Ind.,John Loose,151000.0,,151000.0,30000.0,2220450.0,Others
596,Army,Ind.,Orlando Mitjans Jr.,151000.0,,151000.0,30000.0,2220450.0,Others
597,Army,Ind.,Sean Saturnio,151000.0,,151000.0,30000.0,2220450.0,Others
598,Georgia State,Sun Belt,Jesse Minter,150000.0,1000.0,151000.0,0.0,950700.0,Others
